...1,participant,Sub_ID,Gender,Age,CorrectAns,BlockType,response_training_2.rt,trial_n,block_n,run_n,block_type_n,AQ_score,social_interaction_spontaneity,communication_reciprocity,social_dimensions,AQ_group,med_split
3274,lira02,lira02,female,19,FALSE,social,1.4414,40,2,3,1,16,9,5,14,Q3,High AQ
3275,lira02,lira02,female,19,TRUE,social,1.9833,41,2,4,1,16,9,5,14,Q3,High AQ
3276,lira02,lira02,female,19,TRUE,social,1.0429,42,2,4,1,16,9,5,14,Q3,High AQ
3277,lira02,lira02,female,19,FALSE,social,1.7815,43,2,4,1,16,9,5,14,Q3,High AQ
3278,lira02,lira02,female,19,TRUE,social,1.205,85,4,3,2,16,9,5,14,Q3,High AQ
3279,lira02,lira02,female,19,FALSE,social,0.939,86,4,3,2,16,9,5,14,Q3,High AQ
3280,lira02,lira02,female,19,FALSE,social,1.5166,87,4,3,2,16,9,5,14,Q3,High AQ
3281,lira02,lira02,female,19,FALSE,social,1.9709,88,4,3,2,16,9,5,14,Q3,High AQ
3282,lira02,lira02,female,19,FALSE,social,1.9495,89,4,4,2,16,9,5,14,Q3,High AQ
3283,lira02,lira02,female,19,TRUE,social,1.4864,90,4,4,2,16,9,5,14,Q3,High AQ
3284,lira02,lira02,female,19,TRUE,social,2.44,91,4,4,2,16,9,5,14,Q3,High AQ
3285,lira02,lira02,female,19,TRUE,social,0.8316,92,4,4,2,16,9,5,14,Q3,High AQ
3286,lira02,lira02,female,19,TRUE,social,2.0029,93,4,5,2,16,9,5,14,Q3,High AQ
3287,lira02,lira02,female,19,TRUE,social,1.0411,94,4,5,2,16,9,5,14,Q3,High AQ
3288,lira02,lira02,female,19,TRUE,social,0.9383,95,4,5,2,16,9,5,14,Q3,High AQ
3289,lira02,lira02,female,19,TRUE,social,2.129,96,4,5,2,16,9,5,14,Q3,High AQ
3290,lira02,lira02,female,19,TRUE,nonsocial,1.7178,13,1,3,1,16,9,5,14,Q3,High AQ
3291,lira02,lira02,female,19,FALSE,nonsocial,1.1264,14,1,3,1,16,9,5,14,Q3,High AQ
3292,lira02,lira02,female,19,FALSE,nonsocial,2.7619,15,1,3,1,16,9,5,14,Q3,High AQ
3293,lira02,lira02,female,19,TRUE,nonsocial,0.8854,16,1,3,1,16,9,5,14,Q3,High AQ
3294,lira02,lira02,female,19,TRUE,nonsocial,1.8868,17,1,4,1,16,9,5,14,Q3,High AQ
3295,lira02,lira02,female,19,FALSE,nonsocial,1.3012,18,1,4,1,16,9,5,14,Q3,High AQ
3296,lira02,lira02,female,19,FALSE,nonsocial,1.5107,19,1,4,1,16,9,5,14,Q3,High AQ
3297,lira02,lira02,female,19,TRUE,nonsocial,0.6049,20,1,4,1,16,9,5,14,Q3,High AQ
3298,lira02,lira02,female,19,FALSE,nonsocial,1.7056,21,1,5,1,16,9,5,14,Q3,High AQ
3299,lira02,lira02,female,19,TRUE,nonsocial,1.2513,22,1,5,1,16,9,5,14,Q3,High AQ
3300,lira02,lira02,female,19,FALSE,social,1.8414,26,2,0,1,16,9,5,14,Q3,High AQ
3301,lira02,lira02,female,19,TRUE,social,1.0118,27,2,0,1,16,9,5,14,Q3,High AQ
3302,lira02,lira02,female,19,TRUE,social,1.2486,28,2,0,1,16,9,5,14,Q3,High AQ
3303,lira02,lira02,female,19,FALSE,social,1.3458,29,2,1,1,16,9,5,14,Q3,High AQ
3304,lira02,lira02,female,19,FALSE,social,2.5718,30,2,1,1,16,9,5,14,Q3,High AQ
3305,lira02,lira02,female,19,TRUE,social,3.8207,31,2,1,1,16,9,5,14,Q3,High AQ
3306,lira02,lira02,female,19,TRUE,social,2.0975,32,2,1,1,16,9,5,14,Q3,High AQ
3307,lira02,lira02,female,19,TRUE,social,2.0018,33,2,2,1,16,9,5,14,Q3,High AQ
3308,lira02,lira02,female,19,FALSE,social,2.6565,34,2,2,1,16,9,5,14,Q3,High AQ
3309,lira02,lira02,female,19,TRUE,social,2.2985,35,2,2,1,16,9,5,14,Q3,High AQ
3310,lira02,lira02,female,19,FALSE,social,1.6138,36,2,2,1,16,9,5,14,Q3,High AQ
3311,lira02,lira02,female,19,TRUE,social,1.7378,37,2,3,1,16,9,5,14,Q3,High AQ
3312,lira02,lira02,female,19,TRUE,social,2.229,38,2,3,1,16,9,5,14,Q3,High AQ
3313,lira02,lira02,female,19,TRUE,social,2.3057,80,4,1,2,16,9,5,14,Q3,High AQ
3314,lira02,lira02,female,19,FALSE,social,1.2629,81,4,2,2,16,9,5,14,Q3,High AQ
3315,lira02,lira02,female,19,FALSE,social,1.023,82,4,2,2,16,9,5,14,Q3,High AQ
3316,lira02,lira02,female,19,TRUE,social,1.4998,83,4,2,2,16,9,5,14,Q3,High AQ
3317,lira02,lira02,female,19,FALSE,social,0.9102,84,4,2,2,16,9,5,14,Q3,High AQ
3318,lira02,lira02,female,19,FALSE,nonsocial,3.5646,1,1,0,1,16,9,5,14,Q3,High AQ
3319,lira02,lira02,female,19,FALSE,nonsocial,4.1533,2,1,0,1,16,9,5,14,Q3,High AQ
3320,lira02,lira02,female,19,TRUE,nonsocial,1.4186,3,1,0,1,16,9,5,14,Q3,High AQ
3321,lira02,lira02,female,19,FALSE,nonsocial,2.8445,4,1,0,1,16,9,5,14,Q3,High AQ
3322,lira02,lira02,female,19,TRUE,nonsocial,3.5954,5,1,1,1,16,9,5,14,Q3,High AQ
3323,lira02,lira02,female,19,TRUE,nonsocial,3.5108,6,1,1,1,16,9,5,14,Q3,High AQ
3324,lira02,lira02,female,19,FALSE,nonsocial,1.5173,7,1,1,1,16,9,5,14,Q3,High AQ
3325,lira02,lira02,female,19,FALSE,nonsocial,1.1318,8,1,1,1,16,9,5,14,Q3,High AQ
3326,lira02,lira02,female,19,FALSE,nonsocial,1.2463,9,1,2,1,16,9,5,14,Q3,High AQ
3327,lira02,lira02,female,19,TRUE,nonsocial,1.2089,10,1,2,1,16,9,5,14,Q3,High AQ
3328,lira02,lira02,female,19,FALSE,nonsocial,1.9253,11,1,2,1,16,9,5,14,Q3,High AQ
3329,lira02,lira02,female,19,TRUE,nonsocial,1.8272,12,1,2,1,16,9,5,14,Q3,High AQ
3330,lira02,lira02,female,19,TRUE,nonsocial,1.2072,55,3,1,2,16,9,5,14,Q3,High AQ
3331,lira02,lira02,female,19,FALSE,nonsocial,0.9555,56,3,1,2,16,9,5,14,Q3,High AQ
3332,lira02,lira02,female,19,TRUE,nonsocial,0.9229,57,3,2,2,16,9,5,14,Q3,High AQ
3333,lira02,lira02,female,19,TRUE,nonsocial,0.6881,58,3,2,2,16,9,5,14,Q3,High AQ
3334,lira02,lira02,female,19,TRUE,nonsocial,1.5635,59,3,2,2,16,9,5,14,Q3,High AQ
3335,lira02,lira02,female,19,TRUE,nonsocial,3.6207,60,3,2,2,16,9,5,14,Q3,High AQ
3336,lira02,lira02,female,19,TRUE,nonsocial,1.9967,61,3,3,2,16,9,5,14,Q3,High AQ
3337,lira02,lira02,female,19,TRUE,nonsocial,2.1226,62,3,3,2,16,9,5,14,Q3,High AQ
3338,lira02,lira02,female,19,TRUE,nonsocial,0.7533,63,3,3,2,16,9,5,14,Q3,High AQ
3339,lira02,lira02,female,19,TRUE,nonsocial,0.7088,64,3,3,2,16,9,5,14,Q3,High AQ
3340,lira02,lira02,female,19,TRUE,nonsocial,1.4221,65,3,4,2,16,9,5,14,Q3,High AQ
3341,lira02,lira02,female,19,TRUE,nonsocial,1.9312,66,3,4,2,16,9,5,14,Q3,High AQ
3342,lira02,lira02,female,19,TRUE,nonsocial,1.3361,67,3,4,2,16,9,5,14,Q3,High AQ
3343,lira02,lira02,female,19,TRUE,nonsocial,1.2176,68,3,4,2,16,9,5,14,Q3,High AQ
3344,lira02,lira02,female,19,TRUE,nonsocial,1.0434,69,3,5,2,16,9,5,14,Q3,High AQ
3345,lira02,lira02,female,19,TRUE,nonsocial,0.9897,70,3,5,2,16,9,5,14,Q3,High AQ
3346,lira02,lira02,female,19,TRUE,nonsocial,0.9549,71,3,5,2,16,9,5,14,Q3,High AQ
3347,lira02,lira02,female,19,TRUE,nonsocial,1.0202,72,3,5,2,16,9,5,14,Q3,High AQ
3348,lira02,lira02,female,19,TRUE,social,2.5576,73,4,0,2,16,9,5,14,Q3,High AQ
3349,lira02,lira02,female,19,FALSE,social,1.8093,74,4,0,2,16,9,5,14,Q3,High AQ
3350,lira02,lira02,female,19,FALSE,social,1.3142,75,4,0,2,16,9,5,14,Q3,High AQ
3351,lira02,lira02,female,19,FALSE,social,1.2987,76,4,0,2,16,9,5,14,Q3,High AQ
3352,lira02,lira02,female,19,FALSE,social,1.7077,77,4,1,2,16,9,5,14,Q3,High AQ
3353,lira02,lira02,female,19,TRUE,social,1.6995,78,4,1,2,16,9,5,14,Q3,High AQ
3354,lira02,lira02,female,19,FALSE,social,1.4238,79,4,1,2,16,9,5,14,Q3,High AQ
3355,lira02,lira02,female,19,FALSE,nonsocial,1.2594,53,3,1,2,16,9,5,14,Q3,High AQ
3356,lira02,lira02,female,19,TRUE,nonsocial,2.3904,54,3,1,2,16,9,5,14,Q3,High AQ
3357,lira02,lira02,female,19,TRUE,nonsocial,1.6754,50,3,0,2,16,9,5,14,Q3,High AQ
3358,lira02,lira02,female,19,TRUE,nonsocial,1.1016,51,3,0,2,16,9,5,14,Q3,High AQ
3359,lira02,lira02,female,19,FALSE,nonsocial,1.3328,52,3,0,2,16,9,5,14,Q3,High AQ
3360,lira02,lira02,female,19,TRUE,nonsocial,2.1556,49,3,0,2,16,9,5,14,Q3,High AQ
3361,maar97,maar97,female,24,TRUE,nonsocial,1.2392,68,3,4,2,13,3,6,9,Q3,High AQ
3362,maar97,maar97,female,24,TRUE,nonsocial,1.1119,69,3,5,2,13,3,6,9,Q3,High AQ
3363,maar97,maar97,female,24,TRUE,nonsocial,0.9254,70,3,5,2,13,3,6,9,Q3,High AQ
3364,maar97,maar97,female,24,TRUE,nonsocial,1.1256,71,3,5,2,13,3,6,9,Q3,High AQ
3365,maar97,maar97,female,24,FALSE,nonsocial,2.2202,72,3,5,2,13,3,6,9,Q3,High AQ
3366,maar97,maar97,female,24,FALSE,social,2.5607,73,4,0,2,13,3,6,9,Q3,High AQ
3367,maar97,maar97,female,24,FALSE,social,1.7704,74,4,0,2,13,3,6,9,Q3,High AQ
3368,maar97,maar97,female,24,FALSE,nonsocial,1.6752,66,3,4,2,13,3,6,9,Q3,High AQ
3369,maar97,maar97,female,24,TRUE,nonsocial,1.0839,67,3,4,2,13,3,6,9,Q3,High AQ
3370,maar97,maar97,female,24,FALSE,nonsocial,1.7181,1,1,0,1,13,3,6,9,Q3,High AQ
3371,maar97,maar97,female,24,FALSE,nonsocial,2.5336,2,1,0,1,13,3,6,9,Q3,High AQ
3372,maar97,maar97,female,24,TRUE,nonsocial,1.4071,3,1,0,1,13,3,6,9,Q3,High AQ
3373,maar97,maar97,female,24,FALSE,nonsocial,4.0124,4,1,0,1,13,3,6,9,Q3,High AQ
3374,maar97,maar97,female,24,TRUE,nonsocial,1.3393,5,1,1,1,13,3,6,9,Q3,High AQ
3375,maar97,maar97,female,24,TRUE,nonsocial,2.2811,6,1,1,1,13,3,6,9,Q3,High AQ
3376,maar97,maar97,female,24,TRUE,nonsocial,0.61240000000000006,7,1,1,1,13,3,6,9,Q3,High AQ
3377,maar97,maar97,female,24,FALSE,nonsocial,1.848,8,1,1,1,13,3,6,9,Q3,High AQ
3378,maar97,maar97,female,24,FALSE,nonsocial,1.1155,9,1,2,1,13,3,6,9,Q3,High AQ
3379,maar97,maar97,female,24,TRUE,nonsocial,2.1348,10,1,2,1,13,3,6,9,Q3,High AQ
3380,maar97,maar97,female,24,FALSE,nonsocial,3.0773,51,3,0,2,13,3,6,9,Q3,High AQ
3381,maar97,maar97,female,24,TRUE,nonsocial,1.7756,52,3,0,2,13,3,6,9,Q3,High AQ
3382,maar97,maar97,female,24,FALSE,nonsocial,2.3396,53,3,1,2,13,3,6,9,Q3,High AQ
3383,maar97,maar97,female,24,TRUE,nonsocial,2.9323,54,3,1,2,13,3,6,9,Q3,High AQ
3384,maar97,maar97,female,24,TRUE,nonsocial,1.2446,55,3,1,2,13,3,6,9,Q3,High AQ
3385,maar97,maar97,female,24,TRUE,nonsocial,1.6968,56,3,1,2,13,3,6,9,Q3,High AQ
3386,maar97,maar97,female,24,TRUE,nonsocial,1.5315,57,3,2,2,13,3,6,9,Q3,High AQ
3387,maar97,maar97,female,24,FALSE,nonsocial,3.0662,58,3,2,2,13,3,6,9,Q3,High AQ
3388,maar97,maar97,female,24,TRUE,nonsocial,0.9257,59,3,2,2,13,3,6,9,Q3,High AQ
3389,maar97,maar97,female,24,FALSE,nonsocial,3.4765,60,3,2,2,13,3,6,9,Q3,High AQ
3390,maar97,maar97,female,24,FALSE,nonsocial,2.1715,61,3,3,2,13,3,6,9,Q3,High AQ
3391,maar97,maar97,female,24,TRUE,nonsocial,0.3585,62,3,3,2,13,3,6,9,Q3,High AQ
3392,maar97,maar97,female,24,TRUE,nonsocial,0.5671,63,3,3,2,13,3,6,9,Q3,High AQ
3393,maar97,maar97,female,24,FALSE,nonsocial,0.5507,64,3,3,2,13,3,6,9,Q3,High AQ
3394,maar97,maar97,female,24,TRUE,nonsocial,1.1339,65,3,4,2,13,3,6,9,Q3,High AQ
3395,maar97,maar97,female,24,FALSE,social,2.501,25,2,0,1,13,3,6,9,Q3,High AQ
3396,maar97,maar97,female,24,FALSE,social,5.5431,26,2,0,1,13,3,6,9,Q3,High AQ
3397,maar97,maar97,female,24,TRUE,social,2.7235,27,2,0,1,13,3,6,9,Q3,High AQ
3398,maar97,maar97,female,24,TRUE,social,2.4129,28,2,0,1,13,3,6,9,Q3,High AQ
3399,maar97,maar97,female,24,FALSE,social,2.245,29,2,1,1,13,3,6,9,Q3,High AQ
3400,maar97,maar97,female,24,TRUE,social,3.0599,30,2,1,1,13,3,6,9,Q3,High AQ
3401,maar97,maar97,female,24,TRUE,social,4.9742,31,2,1,1,13,3,6,9,Q3,High AQ
3402,maar97,maar97,female,24,TRUE,social,1.6151,32,2,1,1,13,3,6,9,Q3,High AQ
3403,maar97,maar97,female,24,FALSE,social,1.4943,33,2,2,1,13,3,6,9,Q3,High AQ
3404,maar97,maar97,female,24,TRUE,social,2.4405,34,2,2,1,13,3,6,9,Q3,High AQ
3405,maar97,maar97,female,24,TRUE,social,3.192,35,2,2,1,13,3,6,9,Q3,High AQ
3406,maar97,maar97,female,24,TRUE,social,1.4857,36,2,2,1,13,3,6,9,Q3,High AQ
3407,maar97,maar97,female,24,TRUE,social,2.7102,37,2,3,1,13,3,6,9,Q3,High AQ
3408,maar97,maar97,female,24,FALSE,social,3.8146,38,2,3,1,13,3,6,9,Q3,High AQ
3409,maar97,maar97,female,24,TRUE,social,3.1622,39,2,3,1,13,3,6,9,Q3,High AQ
3410,maar97,maar97,female,24,TRUE,social,3.093,40,2,3,1,13,3,6,9,Q3,High AQ
3411,maar97,maar97,female,24,TRUE,social,2.0231,41,2,4,1,13,3,6,9,Q3,High AQ
3412,maar97,maar97,female,24,TRUE,social,1.1922,42,2,4,1,13,3,6,9,Q3,High AQ
3413,maar97,maar97,female,24,TRUE,social,1.444,43,2,4,1,13,3,6,9,Q3,High AQ
3414,maar97,maar97,female,24,TRUE,social,1.2789,44,2,4,1,13,3,6,9,Q3,High AQ
3415,maar97,maar97,female,24,TRUE,social,1.1061,45,2,5,1,13,3,6,9,Q3,High AQ
3416,maar97,maar97,female,24,TRUE,social,1.2473,46,2,5,1,13,3,6,9,Q3,High AQ
3417,maar97,maar97,female,24,TRUE,social,1.6125,47,2,5,1,13,3,6,9,Q3,High AQ
3418,maar97,maar97,female,24,TRUE,social,2.7896,48,2,5,1,13,3,6,9,Q3,High AQ
3419,maar97,maar97,female,24,TRUE,nonsocial,3.0616,49,3,0,2,13,3,6,9,Q3,High AQ
3420,maar97,maar97,female,24,FALSE,nonsocial,0.7505,50,3,0,2,13,3,6,9,Q3,High AQ
3421,maar97,maar97,female,24,FALSE,nonsocial,0.3558,11,1,2,1,13,3,6,9,Q3,High AQ
3422,maar97,maar97,female,24,TRUE,nonsocial,0.9099,12,1,2,1,13,3,6,9,Q3,High AQ
3423,maar97,maar97,female,24,TRUE,nonsocial,1.9355,13,1,3,1,13,3,6,9,Q3,High AQ
3424,maar97,maar97,female,24,TRUE,nonsocial,1.946,14,1,3,1,13,3,6,9,Q3,High AQ
3425,maar97,maar97,female,24,TRUE,nonsocial,1.0182,15,1,3,1,13,3,6,9,Q3,High AQ
3426,maar97,maar97,female,24,FALSE,nonsocial,5.8467,16,1,3,1,13,3,6,9,Q3,High AQ
3427,maar97,maar97,female,24,TRUE,nonsocial,2.4463,17,1,4,1,13,3,6,9,Q3,High AQ
3428,maar97,maar97,female,24,FALSE,nonsocial,2.1219,18,1,4,1,13,3,6,9,Q3,High AQ
3429,maar97,maar97,female,24,TRUE,nonsocial,1.5264,19,1,4,1,13,3,6,9,Q3,High AQ
3430,maar97,maar97,female,24,TRUE,nonsocial,1.3121,20,1,4,1,13,3,6,9,Q3,High AQ
3431,maar97,maar97,female,24,TRUE,nonsocial,1.1997,21,1,5,1,13,3,6,9,Q3,High AQ
3432,maar97,maar97,female,24,TRUE,nonsocial,1.788,22,1,5,1,13,3,6,9,Q3,High AQ
3433,maar97,maar97,female,24,TRUE,nonsocial,2.5553,23,1,5,1,13,3,6,9,Q3,High AQ
3434,maar97,maar97,female,24,TRUE,nonsocial,1.142,24,1,5,1,13,3,6,9,Q3,High AQ
3435,maar97,maar97,female,24,FALSE,social,0.6651,78,4,1,2,13,3,6,9,Q3,High AQ
3436,maar97,maar97,female,24,FALSE,social,0.9552,79,4,1,2,13,3,6,9,Q3,High AQ
3437,maar97,maar97,female,24,TRUE,social,1.0509,80,4,1,2,13,3,6,9,Q3,High AQ
3438,maar97,maar97,female,24,FALSE,social,3.2063,81,4,2,2,13,3,6,9,Q3,High AQ
3439,maar97,maar97,female,24,FALSE,social,2.6059,82,4,2,2,13,3,6,9,Q3,High AQ
3440,maar97,maar97,female,24,TRUE,social,1.0155,83,4,2,2,13,3,6,9,Q3,High AQ
3441,maar97,maar97,female,24,TRUE,social,3.9054,84,4,2,2,13,3,6,9,Q3,High AQ
3442,maar97,maar97,female,24,FALSE,social,1.3597,85,4,3,2,13,3,6,9,Q3,High AQ
3443,maar97,maar97,female,24,FALSE,social,0.7762,86,4,3,2,13,3,6,9,Q3,High AQ
3444,maar97,maar97,female,24,FALSE,social,2.5143,87,4,3,2,13,3,6,9,Q3,High AQ
3445,maar97,maar97,female,24,FALSE,social,1.8709,75,4,0,2,13,3,6,9,Q3,High AQ
3446,maar97,maar97,female,24,TRUE,social,1.7031,76,4,0,2,13,3,6,9,Q3,High AQ
3447,maar97,maar97,female,24,TRUE,social,2.3724,77,4,1,2,13,3,6,9,Q3,High AQ
3448,maar97,maar97,female,24,FALSE,social,1.0713,91,4,4,2,13,3,6,9,Q3,High AQ
3449,maar97,maar97,female,24,TRUE,social,0.8272,92,4,4,2,13,3,6,9,Q3,High AQ
3450,maar97,maar97,female,24,TRUE,social,0.7523,93,4,5,2,13,3,6,9,Q3,High AQ
3451,maar97,maar97,female,24,TRUE,social,1.6574,94,4,5,2,13,3,6,9,Q3,High AQ
3452,maar97,maar97,female,24,TRUE,social,0.85,95,4,5,2,13,3,6,9,Q3,High AQ
3453,maar97,maar97,female,24,TRUE,social,1.8724,96,4,5,2,13,3,6,9,Q3,High AQ
3454,maar97,maar97,female,24,FALSE,social,0.8966,88,4,3,2,13,3,6,9,Q3,High AQ
3455,maar97,maar97,female,24,FALSE,social,1.1455,89,4,4,2,13,3,6,9,Q3,High AQ
3456,maar97,maar97,female,24,FALSE,social,2.0997,90,4,4,2,13,3,6,9,Q3,High AQ
3457,mabe00,mabe00,male,21,TRUE,nonsocial,2.4388,19,1,4,1,4,2,2,4,Q1,Low AQ
3458,mabe00,mabe00,male,21,TRUE,nonsocial,1.8386,16,1,3,1,4,2,2,4,Q1,Low AQ
3459,mabe00,mabe00,male,21,TRUE,nonsocial,3.7661,17,1,4,1,4,2,2,4,Q1,Low AQ
3460,mabe00,mabe00,male,21,TRUE,nonsocial,2.6356,18,1,4,1,4,2,2,4,Q1,Low AQ
3461,mabe00,mabe00,male,21,TRUE,nonsocial,2.0971,10,1,2,1,4,2,2,4,Q1,Low AQ
3462,mabe00,mabe00,male,21,FALSE,nonsocial,1.094,11,1,2,1,4,2,2,4,Q1,Low AQ
3463,mabe00,mabe00,male,21,TRUE,nonsocial,1.274,12,1,2,1,4,2,2,4,Q1,Low AQ
3464,mabe00,mabe00,male,21,TRUE,nonsocial,3.3074,13,1,3,1,4,2,2,4,Q1,Low AQ
3465,mabe00,mabe00,male,21,TRUE,nonsocial,1.8795,14,1,3,1,4,2,2,4,Q1,Low AQ
3466,mabe00,mabe00,male,21,TRUE,nonsocial,3.6073,15,1,3,1,4,2,2,4,Q1,Low AQ
3467,mabe00,mabe00,male,21,TRUE,social,0.8608,82,4,2,2,4,2,2,4,Q1,Low AQ
3468,mabe00,mabe00,male,21,FALSE,social,1.5037,83,4,2,2,4,2,2,4,Q1,Low AQ
3469,mabe00,mabe00,male,21,TRUE,social,1.0084,84,4,2,2,4,2,2,4,Q1,Low AQ
3470,mabe00,mabe00,male,21,FALSE,social,3.9565,85,4,3,2,4,2,2,4,Q1,Low AQ
3471,mabe00,mabe00,male,21,FALSE,social,2.0551,86,4,3,2,4,2,2,4,Q1,Low AQ
3472,mabe00,mabe00,male,21,TRUE,social,1.174,87,4,3,2,4,2,2,4,Q1,Low AQ
3473,mabe00,mabe00,male,21,FALSE,social,2.9248,88,4,3,2,4,2,2,4,Q1,Low AQ
3474,mabe00,mabe00,male,21,TRUE,social,1.6123,89,4,4,2,4,2,2,4,Q1,Low AQ
3475,mabe00,mabe00,male,21,FALSE,social,1.2219,90,4,4,2,4,2,2,4,Q1,Low AQ
3476,mabe00,mabe00,male,21,FALSE,social,1.3118,91,4,4,2,4,2,2,4,Q1,Low AQ
3477,mabe00,mabe00,male,21,FALSE,social,NA,92,4,4,2,4,2,2,4,Q1,Low AQ
3478,mabe00,mabe00,male,21,FALSE,social,0.8606,93,4,5,2,4,2,2,4,Q1,Low AQ
3479,mabe00,mabe00,male,21,TRUE,social,1.5311,94,4,5,2,4,2,2,4,Q1,Low AQ
3480,mabe00,mabe00,male,21,TRUE,social,0.7325,95,4,5,2,4,2,2,4,Q1,Low AQ
3481,mabe00,mabe00,male,21,TRUE,social,1.8627,96,4,5,2,4,2,2,4,Q1,Low AQ
3482,mabe00,mabe00,male,21,FALSE,nonsocial,NA,56,3,1,2,4,2,2,4,Q1,Low AQ
3483,mabe00,mabe00,male,21,FALSE,nonsocial,0.9204,57,3,2,2,4,2,2,4,Q1,Low AQ
3484,mabe00,mabe00,male,21,TRUE,nonsocial,1.2774,58,3,2,2,4,2,2,4,Q1,Low AQ
3485,mabe00,mabe00,male,21,TRUE,nonsocial,1.0581,20,1,4,1,4,2,2,4,Q1,Low AQ
3486,mabe00,mabe00,male,21,TRUE,nonsocial,2.6458,21,1,5,1,4,2,2,4,Q1,Low AQ
3487,mabe00,mabe00,male,21,FALSE,nonsocial,1.4606,22,1,5,1,4,2,2,4,Q1,Low AQ
3488,mabe00,mabe00,male,21,FALSE,nonsocial,1.7962,23,1,5,1,4,2,2,4,Q1,Low AQ
3489,mabe00,mabe00,male,21,TRUE,nonsocial,1.7914,24,1,5,1,4,2,2,4,Q1,Low AQ
3490,mabe00,mabe00,male,21,FALSE,social,2.0538,25,2,0,1,4,2,2,4,Q1,Low AQ
3491,mabe00,mabe00,male,21,TRUE,social,2.6535,26,2,0,1,4,2,2,4,Q1,Low AQ
3492,mabe00,mabe00,male,21,TRUE,social,1.3053,27,2,0,1,4,2,2,4,Q1,Low AQ
3493,mabe00,mabe00,male,21,TRUE,social,2.4947,28,2,0,1,4,2,2,4,Q1,Low AQ
3494,mabe00,mabe00,male,21,TRUE,social,1.7458,29,2,1,1,4,2,2,4,Q1,Low AQ
3495,mabe00,mabe00,male,21,TRUE,social,1.6589,30,2,1,1,4,2,2,4,Q1,Low AQ
3496,mabe00,mabe00,male,21,TRUE,social,2.6643,31,2,1,1,4,2,2,4,Q1,Low AQ
3497,mabe00,mabe00,male,21,TRUE,social,1.1761,32,2,1,1,4,2,2,4,Q1,Low AQ
3498,mabe00,mabe00,male,21,TRUE,social,3.4751,33,2,2,1,4,2,2,4,Q1,Low AQ
3499,mabe00,mabe00,male,21,TRUE,social,2.0189,34,2,2,1,4,2,2,4,Q1,Low AQ
3500,mabe00,mabe00,male,21,FALSE,social,1.1823,35,2,2,1,4,2,2,4,Q1,Low AQ
3501,mabe00,mabe00,male,21,TRUE,social,0.8479,76,4,0,2,4,2,2,4,Q1,Low AQ
3502,mabe00,mabe00,male,21,TRUE,social,3.581,77,4,1,2,4,2,2,4,Q1,Low AQ
3503,mabe00,mabe00,male,21,FALSE,social,3.2768,78,4,1,2,4,2,2,4,Q1,Low AQ
3504,mabe00,mabe00,male,21,TRUE,social,2.3731,79,4,1,2,4,2,2,4,Q1,Low AQ
3505,mabe00,mabe00,male,21,TRUE,social,1.3604,80,4,1,2,4,2,2,4,Q1,Low AQ
3506,mabe00,mabe00,male,21,TRUE,social,1.0886,81,4,2,2,4,2,2,4,Q1,Low AQ
3507,mabe00,mabe00,male,21,FALSE,nonsocial,1.4861,1,1,0,1,4,2,2,4,Q1,Low AQ
3508,mabe00,mabe00,male,21,FALSE,nonsocial,0.7401,2,1,0,1,4,2,2,4,Q1,Low AQ
3509,mabe00,mabe00,male,21,TRUE,nonsocial,1.7591,3,1,0,1,4,2,2,4,Q1,Low AQ
3510,mabe00,mabe00,male,21,TRUE,nonsocial,1.8977,4,1,0,1,4,2,2,4,Q1,Low AQ
3511,mabe00,mabe00,male,21,TRUE,nonsocial,3.0792,5,1,1,1,4,2,2,4,Q1,Low AQ
3512,mabe00,mabe00,male,21,TRUE,nonsocial,1.4124,6,1,1,1,4,2,2,4,Q1,Low AQ
3513,mabe00,mabe00,male,21,TRUE,nonsocial,1.5736,7,1,1,1,4,2,2,4,Q1,Low AQ
3514,mabe00,mabe00,male,21,TRUE,nonsocial,1.0341,8,1,1,1,4,2,2,4,Q1,Low AQ
3515,mabe00,mabe00,male,21,FALSE,nonsocial,2.3633,9,1,2,1,4,2,2,4,Q1,Low AQ
3516,mabe00,mabe00,male,21,FALSE,nonsocial,1.6312,50,3,0,2,4,2,2,4,Q1,Low AQ
3517,mabe00,mabe00,male,21,TRUE,nonsocial,1.1889,51,3,0,2,4,2,2,4,Q1,Low AQ
3518,mabe00,mabe00,male,21,FALSE,nonsocial,1.3461,52,3,0,2,4,2,2,4,Q1,Low AQ
3519,mabe00,mabe00,male,21,FALSE,nonsocial,0.7504,53,3,1,2,4,2,2,4,Q1,Low AQ
3520,mabe00,mabe00,male,21,FALSE,nonsocial,5.7237,54,3,1,2,4,2,2,4,Q1,Low AQ
3521,mabe00,mabe00,male,21,FALSE,nonsocial,4.3859,55,3,1,2,4,2,2,4,Q1,Low AQ
3522,mabe00,mabe00,male,21,TRUE,nonsocial,1.5162,69,3,5,2,4,2,2,4,Q1,Low AQ
3523,mabe00,mabe00,male,21,TRUE,nonsocial,0.5842,70,3,5,2,4,2,2,4,Q1,Low AQ
3524,mabe00,mabe00,male,21,FALSE,nonsocial,0.7026,71,3,5,2,4,2,2,4,Q1,Low AQ
3525,mabe00,mabe00,male,21,TRUE,nonsocial,0.8634,59,3,2,2,4,2,2,4,Q1,Low AQ
3526,mabe00,mabe00,male,21,TRUE,nonsocial,1.7665,60,3,2,2,4,2,2,4,Q1,Low AQ
