stim,ParticipantAnswer,high_prob_choice,Reward,CorrectAns_participant,BlockType,ParticipantID,TrialNumber,RunNumber,BlockNumber,PredictedChoice,CorrectPrediction,AQ_score,AQ_group,Med_Split
56,1,1,1,TRUE,nonsocial,pada94,1,0,0,0,0,14,High,High
56,0,1,1,FALSE,nonsocial,pada94,2,1,0,1,1,14,High,High
56,0,1,0,FALSE,nonsocial,pada94,3,2,0,0,0,14,High,High
56,0,1,1,FALSE,nonsocial,pada94,4,3,0,1,1,14,High,High
56,1,1,1,TRUE,nonsocial,pada94,5,4,0,1,1,14,High,High
56,1,1,1,TRUE,nonsocial,pada94,6,5,0,1,1,14,High,High
56,0,1,0,FALSE,nonsocial,pada94,7,0,2,1,1,14,High,High
56,1,1,1,TRUE,nonsocial,pada94,8,1,2,1,1,14,High,High
56,1,1,1,TRUE,nonsocial,pada94,9,2,2,1,1,14,High,High
56,1,1,0,TRUE,nonsocial,pada94,10,3,2,1,1,14,High,High
56,0,1,0,FALSE,nonsocial,pada94,11,4,2,1,1,14,High,High
56,0,1,0,FALSE,nonsocial,pada94,12,5,2,1,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,1,0,0,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,2,1,0,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,3,2,0,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,4,3,0,0,1,14,High,High
76,1,0,0,FALSE,nonsocial,pada94,5,4,0,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,6,5,0,0,1,14,High,High
76,1,0,0,FALSE,nonsocial,pada94,7,0,2,0,1,14,High,High
76,0,0,0,TRUE,nonsocial,pada94,8,1,2,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,9,2,2,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,10,3,2,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,11,4,2,0,1,14,High,High
76,0,0,1,TRUE,nonsocial,pada94,12,5,2,0,1,14,High,High
46,0,0,0,TRUE,nonsocial,pada94,1,0,0,0,1,14,High,High
46,1,0,0,FALSE,nonsocial,pada94,2,1,0,1,0,14,High,High
46,1,0,1,FALSE,nonsocial,pada94,3,2,0,0,1,14,High,High
46,1,0,0,FALSE,nonsocial,pada94,4,3,0,1,0,14,High,High
46,1,0,0,FALSE,nonsocial,pada94,5,4,0,1,0,14,High,High
46,0,0,0,TRUE,nonsocial,pada94,6,5,0,0,1,14,High,High
46,0,0,1,TRUE,nonsocial,pada94,7,0,2,1,0,14,High,High
46,0,0,1,TRUE,nonsocial,pada94,8,1,2,0,1,14,High,High
46,0,0,1,TRUE,nonsocial,pada94,9,2,2,0,1,14,High,High
46,0,0,1,TRUE,nonsocial,pada94,10,3,2,0,1,14,High,High
46,0,0,1,TRUE,nonsocial,pada94,11,4,2,0,1,14,High,High
46,0,0,1,TRUE,nonsocial,pada94,12,5,2,0,1,14,High,High
16,1,1,0,TRUE,nonsocial,pada94,1,0,0,0,0,14,High,High
16,0,1,0,FALSE,nonsocial,pada94,2,1,0,0,0,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,3,2,0,0,0,14,High,High
16,1,1,0,TRUE,nonsocial,pada94,4,3,0,1,1,14,High,High
16,0,1,0,FALSE,nonsocial,pada94,5,4,0,1,1,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,6,5,0,1,1,14,High,High
16,0,1,0,FALSE,nonsocial,pada94,7,0,2,1,1,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,8,1,2,1,1,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,9,2,2,1,1,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,10,3,2,1,1,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,11,4,2,1,1,14,High,High
16,1,1,1,TRUE,nonsocial,pada94,12,5,2,1,1,14,High,High
23,0,0,1,TRUE,social,pada94,1,0,1,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,2,1,1,0,1,14,High,High
23,0,0,0,TRUE,social,pada94,3,2,1,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,4,3,1,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,5,4,1,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,6,5,1,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,7,0,3,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,8,1,3,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,9,2,3,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,10,3,3,0,1,14,High,High
23,0,0,0,TRUE,social,pada94,11,4,3,0,1,14,High,High
23,0,0,1,TRUE,social,pada94,12,5,3,0,1,14,High,High
93,1,1,1,TRUE,social,pada94,1,0,1,0,0,14,High,High
93,1,1,0,TRUE,social,pada94,2,1,1,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,3,2,1,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,4,3,1,1,1,14,High,High
93,1,1,0,TRUE,social,pada94,5,4,1,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,6,5,1,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,7,0,3,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,8,1,3,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,9,2,3,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,10,3,3,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,11,4,3,1,1,14,High,High
93,1,1,1,TRUE,social,pada94,12,5,3,1,1,14,High,High
13,0,0,0,TRUE,social,pada94,1,0,1,0,1,14,High,High
13,1,0,0,FALSE,social,pada94,2,1,1,1,0,14,High,High
13,1,0,0,FALSE,social,pada94,3,2,1,0,1,14,High,High
13,0,0,0,TRUE,social,pada94,4,3,1,0,1,14,High,High
13,1,0,0,FALSE,social,pada94,5,4,1,0,1,14,High,High
13,0,0,1,TRUE,social,pada94,6,5,1,0,1,14,High,High
13,1,0,0,FALSE,social,pada94,7,0,3,0,1,14,High,High
13,0,0,1,TRUE,social,pada94,8,1,3,0,1,14,High,High
13,0,0,1,TRUE,social,pada94,9,2,3,0,1,14,High,High
13,0,0,1,TRUE,social,pada94,10,3,3,0,1,14,High,High
13,0,0,1,TRUE,social,pada94,11,4,3,0,1,14,High,High
13,0,0,1,TRUE,social,pada94,12,5,3,0,1,14,High,High
71,1,1,1,TRUE,social,pada94,1,0,1,0,0,14,High,High
71,1,1,1,TRUE,social,pada94,2,1,1,1,1,14,High,High
71,0,1,0,FALSE,social,pada94,3,2,1,1,1,14,High,High
71,1,1,0,TRUE,social,pada94,4,3,1,1,1,14,High,High
71,1,1,1,TRUE,social,pada94,5,4,1,1,1,14,High,High
71,1,1,0,TRUE,social,pada94,6,5,1,1,1,14,High,High
71,1,1,0,TRUE,social,pada94,7,0,3,1,1,14,High,High
71,0,1,0,FALSE,social,pada94,8,1,3,1,1,14,High,High
71,0,1,0,FALSE,social,pada94,9,2,3,1,1,14,High,High
71,0,1,0,FALSE,social,pada94,10,3,3,1,1,14,High,High
71,1,1,1,TRUE,social,pada94,11,4,3,1,1,14,High,High
71,1,1,1,TRUE,social,pada94,12,5,3,1,1,14,High,High
30,0,1,0,FALSE,nonsocial,lira02,1,0,0,0,0,16,High,High
30,1,1,1,TRUE,nonsocial,lira02,2,1,0,1,1,16,High,High
30,0,1,0,FALSE,nonsocial,lira02,3,2,0,1,1,16,High,High
30,0,1,0,FALSE,nonsocial,lira02,4,3,0,1,1,16,High,High
30,1,1,1,TRUE,nonsocial,lira02,5,4,0,1,1,16,High,High
30,0,1,0,FALSE,nonsocial,lira02,6,5,0,1,1,16,High,High
30,0,1,0,FALSE,nonsocial,lira02,7,0,2,1,1,16,High,High
30,0,1,0,FALSE,nonsocial,lira02,8,1,2,1,1,16,High,High
30,1,1,1,TRUE,nonsocial,lira02,9,2,2,1,1,16,High,High
30,1,1,1,TRUE,nonsocial,lira02,10,3,2,1,1,16,High,High
30,1,1,1,TRUE,nonsocial,lira02,11,4,2,1,1,16,High,High
30,1,1,1,TRUE,nonsocial,lira02,12,5,2,1,1,16,High,High
56,0,1,0,FALSE,nonsocial,lira02,1,0,0,0,0,16,High,High
56,0,1,1,FALSE,nonsocial,lira02,2,1,0,1,1,16,High,High
56,0,1,0,FALSE,nonsocial,lira02,3,2,0,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,4,3,0,1,1,16,High,High
56,0,1,0,FALSE,nonsocial,lira02,5,4,0,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,6,5,0,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,7,0,2,1,1,16,High,High
56,0,1,1,FALSE,nonsocial,lira02,8,1,2,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,9,2,2,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,10,3,2,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,11,4,2,1,1,16,High,High
56,1,1,1,TRUE,nonsocial,lira02,12,5,2,1,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,1,0,0,0,1,16,High,High
74,1,0,0,FALSE,nonsocial,lira02,2,1,0,0,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,3,2,0,0,1,16,High,High
74,1,0,1,FALSE,nonsocial,lira02,4,3,0,0,1,16,High,High
74,1,0,0,FALSE,nonsocial,lira02,5,4,0,0,1,16,High,High
74,1,0,0,FALSE,nonsocial,lira02,6,5,0,0,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,7,0,2,0,1,16,High,High
74,0,0,0,TRUE,nonsocial,lira02,8,1,2,0,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,9,2,2,0,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,10,3,2,0,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,11,4,2,0,1,16,High,High
74,0,0,1,TRUE,nonsocial,lira02,12,5,2,0,1,16,High,High
78,1,0,0,FALSE,nonsocial,lira02,1,0,0,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,2,1,0,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,3,2,0,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,4,3,0,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,5,4,0,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,6,5,0,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,7,0,2,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,8,1,2,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,9,2,2,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,10,3,2,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,11,4,2,0,1,16,High,High
78,0,0,1,TRUE,nonsocial,lira02,12,5,2,0,1,16,High,High
59,1,0,0,FALSE,social,lira02,1,0,1,0,1,16,High,High
59,0,0,1,TRUE,social,lira02,2,1,1,0,1,16,High,High
59,0,0,1,TRUE,social,lira02,3,2,1,0,1,16,High,High
59,0,0,1,TRUE,social,lira02,4,3,1,0,1,16,High,High
59,0,0,0,TRUE,social,lira02,5,4,1,0,1,16,High,High
59,0,0,0,TRUE,social,lira02,6,5,1,0,1,16,High,High
59,1,0,0,FALSE,social,lira02,7,0,3,1,0,16,High,High
59,1,0,0,FALSE,social,lira02,8,1,3,0,1,16,High,High
59,1,0,0,FALSE,social,lira02,9,2,3,0,1,16,High,High
59,1,0,0,FALSE,social,lira02,10,3,3,0,1,16,High,High
59,0,0,1,TRUE,social,lira02,11,4,3,0,1,16,High,High
59,0,0,1,TRUE,social,lira02,12,5,3,0,1,16,High,High
71,0,1,0,FALSE,social,lira02,1,0,1,0,0,16,High,High
71,1,1,0,TRUE,social,lira02,2,1,1,1,1,16,High,High
71,0,1,1,FALSE,social,lira02,3,2,1,0,0,16,High,High
71,0,1,1,FALSE,social,lira02,4,3,1,0,0,16,High,High
71,0,1,0,FALSE,social,lira02,5,4,1,0,0,16,High,High
71,0,1,0,FALSE,social,lira02,6,5,1,0,0,16,High,High
71,1,1,1,TRUE,social,lira02,7,0,3,1,1,16,High,High
71,1,1,1,TRUE,social,lira02,8,1,3,1,1,16,High,High
71,1,1,1,TRUE,social,lira02,9,2,3,1,1,16,High,High
71,1,1,1,TRUE,social,lira02,10,3,3,1,1,16,High,High
71,1,1,1,TRUE,social,lira02,11,4,3,1,1,16,High,High
71,1,1,1,TRUE,social,lira02,12,5,3,1,1,16,High,High
53,0,0,1,TRUE,social,lira02,1,0,1,0,1,16,High,High
53,1,0,1,FALSE,social,lira02,2,1,1,0,1,16,High,High
53,1,0,0,FALSE,social,lira02,3,2,1,0,1,16,High,High
53,0,0,1,TRUE,social,lira02,4,3,1,0,1,16,High,High
53,0,0,1,TRUE,social,lira02,5,4,1,0,1,16,High,High
53,0,0,1,TRUE,social,lira02,6,5,1,0,1,16,High,High
53,1,0,0,FALSE,social,lira02,7,0,3,0,1,16,High,High
53,1,0,0,FALSE,social,lira02,8,1,3,0,1,16,High,High
53,1,0,0,FALSE,social,lira02,9,2,3,0,1,16,High,High
53,1,0,1,FALSE,social,lira02,10,3,3,0,1,16,High,High
53,1,0,0,FALSE,social,lira02,11,4,3,0,1,16,High,High
53,0,0,1,TRUE,social,lira02,12,5,3,0,1,16,High,High
19,1,1,1,TRUE,social,lira02,1,0,1,0,0,16,High,High
19,0,1,0,FALSE,social,lira02,2,1,1,1,1,16,High,High
19,1,1,1,TRUE,social,lira02,3,2,1,1,1,16,High,High
19,1,1,1,TRUE,social,lira02,4,3,1,1,1,16,High,High
19,1,1,1,TRUE,social,lira02,5,4,1,1,1,16,High,High
19,1,1,1,TRUE,social,lira02,6,5,1,1,1,16,High,High
19,0,1,0,FALSE,social,lira02,7,0,3,1,1,16,High,High
19,1,1,0,TRUE,social,lira02,8,1,3,1,1,16,High,High
19,0,1,1,FALSE,social,lira02,9,2,3,1,1,16,High,High
19,0,1,0,FALSE,social,lira02,10,3,3,0,0,16,High,High
19,1,1,1,TRUE,social,lira02,11,4,3,1,1,16,High,High
19,1,1,1,TRUE,social,lira02,12,5,3,1,1,16,High,High
10,0,1,1,FALSE,social,beka93,1,0,0,0,0,9,Low,Low
10,1,1,1,TRUE,social,beka93,2,1,0,0,0,9,Low,Low
10,1,1,1,TRUE,social,beka93,3,2,0,0,0,9,Low,Low
10,1,1,1,TRUE,social,beka93,4,3,0,1,1,9,Low,Low
10,1,1,0,TRUE,social,beka93,5,4,0,1,1,9,Low,Low
10,1,1,0,TRUE,social,beka93,6,5,0,0,0,9,Low,Low
10,1,1,1,TRUE,social,beka93,7,0,2,0,0,9,Low,Low
10,1,1,1,TRUE,social,beka93,8,1,2,0,0,9,Low,Low
10,1,1,1,TRUE,social,beka93,9,2,2,1,1,9,Low,Low
10,1,1,1,TRUE,social,beka93,10,3,2,1,1,9,Low,Low
10,1,1,1,TRUE,social,beka93,11,4,2,1,1,9,Low,Low
10,1,1,1,TRUE,social,beka93,12,5,2,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,1,0,0,0,0,9,Low,Low
38,1,1,0,TRUE,social,beka93,2,1,0,1,1,9,Low,Low
38,0,1,0,FALSE,social,beka93,3,2,0,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,4,3,0,1,1,9,Low,Low
38,1,1,0,TRUE,social,beka93,5,4,0,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,6,5,0,1,1,9,Low,Low
38,0,1,0,FALSE,social,beka93,7,0,2,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,8,1,2,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,9,2,2,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,10,3,2,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,11,4,2,1,1,9,Low,Low
38,1,1,1,TRUE,social,beka93,12,5,2,1,1,9,Low,Low
20,1,0,1,FALSE,social,beka93,1,0,0,0,1,9,Low,Low
20,1,0,1,FALSE,social,beka93,2,1,0,1,0,9,Low,Low
20,1,0,0,FALSE,social,beka93,3,2,0,1,0,9,Low,Low
20,1,0,0,FALSE,social,beka93,4,3,0,1,0,9,Low,Low
20,0,0,1,TRUE,social,beka93,5,4,0,0,1,9,Low,Low
20,0,0,0,TRUE,social,beka93,6,5,0,0,1,9,Low,Low
20,1,0,0,FALSE,social,beka93,7,0,2,0,1,9,Low,Low
20,0,0,1,TRUE,social,beka93,8,1,2,0,1,9,Low,Low
20,0,0,1,TRUE,social,beka93,9,2,2,0,1,9,Low,Low
20,0,0,0,TRUE,social,beka93,10,3,2,0,1,9,Low,Low
20,0,0,1,TRUE,social,beka93,11,4,2,0,1,9,Low,Low
20,0,0,1,TRUE,social,beka93,12,5,2,0,1,9,Low,Low
76,1,0,0,FALSE,social,beka93,1,0,0,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,2,1,0,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,3,2,0,0,1,9,Low,Low
76,0,0,0,TRUE,social,beka93,4,3,0,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,5,4,0,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,6,5,0,0,1,9,Low,Low
76,1,0,0,FALSE,social,beka93,7,0,2,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,8,1,2,0,1,9,Low,Low
76,0,0,0,TRUE,social,beka93,9,2,2,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,10,3,2,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,11,4,2,0,1,9,Low,Low
76,0,0,1,TRUE,social,beka93,12,5,2,0,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,1,0,1,0,0,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,2,1,1,1,1,9,Low,Low
89,1,1,0,TRUE,nonsocial,beka93,3,2,1,1,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,4,3,1,1,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,5,4,1,1,1,9,Low,Low
89,1,1,0,TRUE,nonsocial,beka93,6,5,1,1,1,9,Low,Low
89,0,1,0,FALSE,nonsocial,beka93,7,0,3,1,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,8,1,3,1,1,9,Low,Low
89,1,1,0,TRUE,nonsocial,beka93,9,2,3,1,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,10,3,3,1,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,11,4,3,1,1,9,Low,Low
89,1,1,1,TRUE,nonsocial,beka93,12,5,3,1,1,9,Low,Low
65,0,0,1,TRUE,nonsocial,beka93,1,0,1,0,1,9,Low,Low
65,1,0,1,FALSE,nonsocial,beka93,2,1,1,0,1,9,Low,Low
65,1,0,0,FALSE,nonsocial,beka93,3,2,1,0,1,9,Low,Low
65,1,0,0,FALSE,nonsocial,beka93,4,3,1,0,1,9,Low,Low
65,1,0,0,FALSE,nonsocial,beka93,5,4,1,0,1,9,Low,Low
65,1,0,0,FALSE,nonsocial,beka93,6,5,1,0,1,9,Low,Low
65,0,0,1,TRUE,nonsocial,beka93,7,0,3,0,1,9,Low,Low
65,1,0,0,FALSE,nonsocial,beka93,8,1,3,0,1,9,Low,Low
65,0,0,1,TRUE,nonsocial,beka93,9,2,3,0,1,9,Low,Low
65,0,0,1,TRUE,nonsocial,beka93,10,3,3,0,1,9,Low,Low
65,0,0,0,TRUE,nonsocial,beka93,11,4,3,0,1,9,Low,Low
65,0,0,1,TRUE,nonsocial,beka93,12,5,3,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,1,0,1,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,2,1,1,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,3,2,1,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,4,3,1,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,5,4,1,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,6,5,1,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,7,0,3,0,1,9,Low,Low
21,0,0,0,TRUE,nonsocial,beka93,8,1,3,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,9,2,3,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,10,3,3,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,11,4,3,0,1,9,Low,Low
21,0,0,1,TRUE,nonsocial,beka93,12,5,3,0,1,9,Low,Low
91,0,1,0,FALSE,nonsocial,beka93,1,0,1,0,0,9,Low,Low
91,0,1,0,FALSE,nonsocial,beka93,2,1,1,1,1,9,Low,Low
91,1,1,0,TRUE,nonsocial,beka93,3,2,1,1,1,9,Low,Low
91,0,1,0,FALSE,nonsocial,beka93,4,3,1,1,1,9,Low,Low
91,0,1,0,FALSE,nonsocial,beka93,5,4,1,1,1,9,Low,Low
91,1,1,0,TRUE,nonsocial,beka93,6,5,1,1,1,9,Low,Low
91,0,1,0,FALSE,nonsocial,beka93,7,0,3,1,1,9,Low,Low
91,1,1,1,TRUE,nonsocial,beka93,8,1,3,1,1,9,Low,Low
91,1,1,1,TRUE,nonsocial,beka93,9,2,3,1,1,9,Low,Low
91,1,1,1,TRUE,nonsocial,beka93,10,3,3,1,1,9,Low,Low
91,1,1,1,TRUE,nonsocial,beka93,11,4,3,1,1,9,Low,Low
91,1,1,1,TRUE,nonsocial,beka93,12,5,3,1,1,9,Low,Low
20,0,0,0,TRUE,social,mada01,1,0,0,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,2,1,0,1,0,6,Low,Low
20,0,0,1,TRUE,social,mada01,3,2,0,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,4,3,0,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,5,4,0,0,1,6,Low,Low
20,0,0,0,TRUE,social,mada01,6,5,0,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,7,0,2,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,8,1,2,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,9,2,2,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,10,3,2,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,11,4,2,0,1,6,Low,Low
20,0,0,1,TRUE,social,mada01,12,5,2,0,1,6,Low,Low
14,1,1,1,TRUE,social,mada01,1,0,0,0,0,6,Low,Low
14,0,1,0,FALSE,social,mada01,2,1,0,1,1,6,Low,Low
14,0,1,0,FALSE,social,mada01,3,2,0,1,1,6,Low,Low
14,0,1,1,FALSE,social,mada01,4,3,0,1,1,6,Low,Low
14,0,1,0,FALSE,social,mada01,5,4,0,1,1,6,Low,Low
14,1,1,1,TRUE,social,mada01,6,5,0,1,1,6,Low,Low
14,0,1,0,FALSE,social,mada01,7,0,2,1,1,6,Low,Low
14,0,1,0,FALSE,social,mada01,8,1,2,1,1,6,Low,Low
14,1,1,1,TRUE,social,mada01,9,2,2,1,1,6,Low,Low
14,1,1,1,TRUE,social,mada01,10,3,2,1,1,6,Low,Low
14,1,1,1,TRUE,social,mada01,11,4,2,1,1,6,Low,Low
14,1,1,1,TRUE,social,mada01,12,5,2,1,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,1,0,0,0,1,6,Low,Low
52,1,0,0,FALSE,social,mada01,2,1,0,0,1,6,Low,Low
52,1,0,0,FALSE,social,mada01,3,2,0,0,1,6,Low,Low
52,1,0,0,FALSE,social,mada01,4,3,0,0,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,5,4,0,0,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,6,5,0,0,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,7,0,2,0,1,6,Low,Low
52,1,0,0,FALSE,social,mada01,8,1,2,0,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,9,2,2,0,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,10,3,2,0,1,6,Low,Low
52,0,0,0,TRUE,social,mada01,11,4,2,0,1,6,Low,Low
52,0,0,1,TRUE,social,mada01,12,5,2,0,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,1,0,0,0,0,6,Low,Low
38,1,1,1,TRUE,social,mada01,2,1,0,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,3,2,0,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,4,3,0,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,5,4,0,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,6,5,0,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,7,0,2,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,8,1,2,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,9,2,2,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,10,3,2,1,1,6,Low,Low
38,1,1,1,TRUE,social,mada01,11,4,2,1,1,6,Low,Low
38,1,1,0,TRUE,social,mada01,12,5,2,1,1,6,Low,Low
27,0,0,1,TRUE,nonsocial,mada01,1,0,1,0,1,6,Low,Low
27,0,0,0,TRUE,nonsocial,mada01,2,1,1,0,1,6,Low,Low
27,1,0,0,FALSE,nonsocial,mada01,3,2,1,0,1,6,Low,Low
27,0,0,1,TRUE,nonsocial,mada01,4,3,1,0,1,6,Low,Low
27,0,0,1,TRUE,nonsocial,mada01,5,4,1,0,1,6,Low,Low
27,0,0,1,TRUE,nonsocial,mada01,6,5,1,0,1,6,Low,Low
27,1,0,0,FALSE,nonsocial,mada01,7,0,3,0,1,6,Low,Low
27,0,0,0,TRUE,nonsocial,mada01,8,1,3,0,1,6,Low,Low
27,0,0,0,TRUE,nonsocial,mada01,9,2,3,0,1,6,Low,Low
27,1,0,0,FALSE,nonsocial,mada01,10,3,3,0,1,6,Low,Low
27,0,0,1,TRUE,nonsocial,mada01,11,4,3,0,1,6,Low,Low
27,0,0,1,TRUE,nonsocial,mada01,12,5,3,0,1,6,Low,Low
53,1,1,0,TRUE,nonsocial,mada01,1,0,1,0,0,6,Low,Low
53,0,1,0,FALSE,nonsocial,mada01,2,1,1,0,0,6,Low,Low
53,0,1,0,FALSE,nonsocial,mada01,3,2,1,0,0,6,Low,Low
53,1,1,0,TRUE,nonsocial,mada01,4,3,1,1,1,6,Low,Low
53,1,1,0,TRUE,nonsocial,mada01,5,4,1,0,0,6,Low,Low
53,1,1,1,TRUE,nonsocial,mada01,6,5,1,0,0,6,Low,Low
53,1,1,1,TRUE,nonsocial,mada01,7,0,3,1,1,6,Low,Low
53,1,1,1,TRUE,nonsocial,mada01,8,1,3,1,1,6,Low,Low
53,1,1,1,TRUE,nonsocial,mada01,9,2,3,1,1,6,Low,Low
53,0,1,0,FALSE,nonsocial,mada01,10,3,3,1,1,6,Low,Low
53,1,1,1,TRUE,nonsocial,mada01,11,4,3,1,1,6,Low,Low
53,1,1,1,TRUE,nonsocial,mada01,12,5,3,1,1,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,1,0,1,0,0,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,2,1,1,1,1,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,3,2,1,1,1,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,4,3,1,1,1,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,5,4,1,1,1,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,6,5,1,1,1,6,Low,Low
95,1,1,1,TRUE,nonsocial,mada01,7,0,3,1,1,6,Low,Low
