stim,ParticipantAnswer,high_prob_choice,Reward,CorrectAns_participant,BlockType,ParticipantID,TrialNumber,RunNumber,BlockNumber,PredictedChoice,CorrectPrediction,AQ_score
56,1,1,1.0,True,nonsocial,pada94,1,0,0.0,0.0,0,14
56,0,1,1.0,False,nonsocial,pada94,2,1,0.0,1.0,1,14
56,0,1,0.0,False,nonsocial,pada94,3,2,0.0,1.0,1,14
56,0,1,1.0,False,nonsocial,pada94,4,3,0.0,1.0,1,14
56,1,1,1.0,True,nonsocial,pada94,5,4,0.0,0.0,0,14
56,1,1,1.0,True,nonsocial,pada94,6,5,0.0,1.0,1,14
56,0,1,0.0,False,nonsocial,pada94,7,0,2.0,1.0,1,14
56,1,1,1.0,True,nonsocial,pada94,8,1,2.0,1.0,1,14
56,1,1,1.0,True,nonsocial,pada94,9,2,2.0,1.0,1,14
56,1,1,0.0,True,nonsocial,pada94,10,3,2.0,1.0,1,14
56,0,1,0.0,False,nonsocial,pada94,11,4,2.0,0.0,0,14
56,0,1,0.0,False,nonsocial,pada94,12,5,2.0,0.0,0,14
76,0,0,1.0,True,nonsocial,pada94,1,0,0.0,0.0,1,14
76,0,0,1.0,True,nonsocial,pada94,2,1,0.0,0.0,1,14
76,0,0,1.0,True,nonsocial,pada94,3,2,0.0,0.0,1,14
76,0,0,1.0,True,nonsocial,pada94,4,3,0.0,0.0,1,14
76,1,0,0.0,False,nonsocial,pada94,5,4,0.0,0.0,1,14
76,0,0,1.0,True,nonsocial,pada94,6,5,0.0,0.0,1,14
76,1,0,0.0,False,nonsocial,pada94,7,0,2.0,0.0,1,14
76,0,0,0.0,True,nonsocial,pada94,8,1,2.0,1.0,0,14
76,0,0,1.0,True,nonsocial,pada94,9,2,2.0,0.0,1,14
76,0,0,1.0,True,nonsocial,pada94,10,3,2.0,0.0,1,14
76,0,0,1.0,True,nonsocial,pada94,11,4,2.0,1.0,0,14
76,0,0,1.0,True,nonsocial,pada94,12,5,2.0,0.0,1,14
46,0,0,0.0,True,nonsocial,pada94,1,0,0.0,1.0,0,14
46,1,0,0.0,False,nonsocial,pada94,2,1,0.0,0.0,1,14
46,1,0,1.0,False,nonsocial,pada94,3,2,0.0,1.0,0,14
46,1,0,0.0,False,nonsocial,pada94,4,3,0.0,1.0,0,14
46,1,0,0.0,False,nonsocial,pada94,5,4,0.0,1.0,0,14
46,0,0,0.0,True,nonsocial,pada94,6,5,0.0,1.0,0,14
46,0,0,1.0,True,nonsocial,pada94,7,0,2.0,1.0,0,14
46,0,0,1.0,True,nonsocial,pada94,8,1,2.0,0.0,1,14
46,0,0,1.0,True,nonsocial,pada94,9,2,2.0,0.0,1,14
46,0,0,1.0,True,nonsocial,pada94,10,3,2.0,0.0,1,14
46,0,0,1.0,True,nonsocial,pada94,11,4,2.0,0.0,1,14
46,0,0,1.0,True,nonsocial,pada94,12,5,2.0,0.0,1,14
16,1,1,0.0,True,nonsocial,pada94,1,0,0.0,0.0,0,14
16,0,1,0.0,False,nonsocial,pada94,2,1,0.0,0.0,0,14
16,1,1,1.0,True,nonsocial,pada94,3,2,0.0,0.0,0,14
16,1,1,0.0,True,nonsocial,pada94,4,3,0.0,1.0,1,14
16,0,1,0.0,False,nonsocial,pada94,5,4,0.0,0.0,0,14
16,1,1,1.0,True,nonsocial,pada94,6,5,0.0,1.0,1,14
16,0,1,0.0,False,nonsocial,pada94,7,0,2.0,0.0,0,14
16,1,1,1.0,True,nonsocial,pada94,8,1,2.0,1.0,1,14
16,1,1,1.0,True,nonsocial,pada94,9,2,2.0,1.0,1,14
16,1,1,1.0,True,nonsocial,pada94,10,3,2.0,1.0,1,14
16,1,1,1.0,True,nonsocial,pada94,11,4,2.0,1.0,1,14
16,1,1,1.0,True,nonsocial,pada94,12,5,2.0,0.0,0,14
23,0,0,1.0,True,social,pada94,1,0,1.0,1.0,0,14
23,0,0,1.0,True,social,pada94,2,1,1.0,0.0,1,14
23,0,0,0.0,True,social,pada94,3,2,1.0,0.0,1,14
23,0,0,1.0,True,social,pada94,4,3,1.0,1.0,0,14
23,0,0,1.0,True,social,pada94,5,4,1.0,0.0,1,14
23,0,0,1.0,True,social,pada94,6,5,1.0,0.0,1,14
23,0,0,1.0,True,social,pada94,7,0,3.0,0.0,1,14
23,0,0,1.0,True,social,pada94,8,1,3.0,0.0,1,14
23,0,0,1.0,True,social,pada94,9,2,3.0,0.0,1,14
23,0,0,1.0,True,social,pada94,10,3,3.0,0.0,1,14
23,0,0,0.0,True,social,pada94,11,4,3.0,1.0,0,14
23,0,0,1.0,True,social,pada94,12,5,3.0,1.0,0,14
93,1,1,1.0,True,social,pada94,1,0,1.0,0.0,0,14
93,1,1,0.0,True,social,pada94,2,1,1.0,0.0,0,14
93,1,1,1.0,True,social,pada94,3,2,1.0,1.0,1,14
93,1,1,1.0,True,social,pada94,4,3,1.0,1.0,1,14
93,1,1,0.0,True,social,pada94,5,4,1.0,1.0,1,14
93,1,1,1.0,True,social,pada94,6,5,1.0,1.0,1,14
93,1,1,1.0,True,social,pada94,7,0,3.0,1.0,1,14
93,1,1,1.0,True,social,pada94,8,1,3.0,1.0,1,14
93,1,1,1.0,True,social,pada94,9,2,3.0,1.0,1,14
93,1,1,1.0,True,social,pada94,10,3,3.0,1.0,1,14
93,1,1,1.0,True,social,pada94,11,4,3.0,1.0,1,14
93,1,1,1.0,True,social,pada94,12,5,3.0,1.0,1,14
13,0,0,0.0,True,social,pada94,1,0,1.0,0.0,1,14
13,1,0,0.0,False,social,pada94,2,1,1.0,1.0,0,14
13,1,0,0.0,False,social,pada94,3,2,1.0,1.0,0,14
13,0,0,0.0,True,social,pada94,4,3,1.0,0.0,1,14
13,1,0,0.0,False,social,pada94,5,4,1.0,1.0,0,14
13,0,0,1.0,True,social,pada94,6,5,1.0,1.0,0,14
13,1,0,0.0,False,social,pada94,7,0,3.0,0.0,1,14
13,0,0,1.0,True,social,pada94,8,1,3.0,0.0,1,14
13,0,0,1.0,True,social,pada94,9,2,3.0,0.0,1,14
13,0,0,1.0,True,social,pada94,10,3,3.0,0.0,1,14
13,0,0,1.0,True,social,pada94,11,4,3.0,0.0,1,14
13,0,0,1.0,True,social,pada94,12,5,3.0,0.0,1,14
71,1,1,1.0,True,social,pada94,1,0,1.0,1.0,1,14
71,1,1,1.0,True,social,pada94,2,1,1.0,1.0,1,14
71,0,1,0.0,False,social,pada94,3,2,1.0,0.0,0,14
71,1,1,0.0,True,social,pada94,4,3,1.0,0.0,0,14
71,1,1,1.0,True,social,pada94,5,4,1.0,1.0,1,14
71,1,1,0.0,True,social,pada94,6,5,1.0,1.0,1,14
71,1,1,0.0,True,social,pada94,7,0,3.0,0.0,0,14
71,0,1,0.0,False,social,pada94,8,1,3.0,0.0,0,14
71,0,1,0.0,False,social,pada94,9,2,3.0,1.0,1,14
71,0,1,0.0,False,social,pada94,10,3,3.0,1.0,1,14
71,1,1,1.0,True,social,pada94,11,4,3.0,1.0,1,14
71,1,1,1.0,True,social,pada94,12,5,3.0,1.0,1,14
30,0,1,0.0,False,nonsocial,lira02,1,0,0.0,1.0,1,16
30,1,1,1.0,True,nonsocial,lira02,2,1,0.0,1.0,1,16
30,0,1,0.0,False,nonsocial,lira02,3,2,0.0,1.0,1,16
30,0,1,0.0,False,nonsocial,lira02,4,3,0.0,1.0,1,16
30,1,1,1.0,True,nonsocial,lira02,5,4,0.0,1.0,1,16
30,0,1,0.0,False,nonsocial,lira02,6,5,0.0,0.0,0,16
30,0,1,0.0,False,nonsocial,lira02,7,0,2.0,0.0,0,16
30,0,1,0.0,False,nonsocial,lira02,8,1,2.0,0.0,0,16
30,1,1,1.0,True,nonsocial,lira02,9,2,2.0,1.0,1,16
30,1,1,1.0,True,nonsocial,lira02,10,3,2.0,1.0,1,16
30,1,1,1.0,True,nonsocial,lira02,11,4,2.0,1.0,1,16
30,1,1,1.0,True,nonsocial,lira02,12,5,2.0,1.0,1,16
56,0,1,0.0,False,nonsocial,lira02,1,0,0.0,0.0,0,16
56,0,1,1.0,False,nonsocial,lira02,2,1,0.0,1.0,1,16
56,0,1,0.0,False,nonsocial,lira02,3,2,0.0,0.0,0,16
56,1,1,1.0,True,nonsocial,lira02,4,3,0.0,1.0,1,16
56,0,1,0.0,False,nonsocial,lira02,5,4,0.0,0.0,0,16
56,1,1,1.0,True,nonsocial,lira02,6,5,0.0,1.0,1,16
56,1,1,1.0,True,nonsocial,lira02,7,0,2.0,1.0,1,16
56,0,1,1.0,False,nonsocial,lira02,8,1,2.0,1.0,1,16
56,1,1,1.0,True,nonsocial,lira02,9,2,2.0,1.0,1,16
56,1,1,1.0,True,nonsocial,lira02,10,3,2.0,1.0,1,16
56,1,1,1.0,True,nonsocial,lira02,11,4,2.0,1.0,1,16
56,1,1,1.0,True,nonsocial,lira02,12,5,2.0,0.0,0,16
74,0,0,1.0,True,nonsocial,lira02,1,0,0.0,0.0,1,16
74,1,0,0.0,False,nonsocial,lira02,2,1,0.0,0.0,1,16
74,0,0,1.0,True,nonsocial,lira02,3,2,0.0,0.0,1,16
74,1,0,1.0,False,nonsocial,lira02,4,3,0.0,0.0,1,16
74,1,0,0.0,False,nonsocial,lira02,5,4,0.0,1.0,0,16
74,1,0,0.0,False,nonsocial,lira02,6,5,0.0,0.0,1,16
74,0,0,1.0,True,nonsocial,lira02,7,0,2.0,0.0,1,16
74,0,0,0.0,True,nonsocial,lira02,8,1,2.0,1.0,0,16
74,0,0,1.0,True,nonsocial,lira02,9,2,2.0,0.0,1,16
74,0,0,1.0,True,nonsocial,lira02,10,3,2.0,0.0,1,16
74,0,0,1.0,True,nonsocial,lira02,11,4,2.0,0.0,1,16
74,0,0,1.0,True,nonsocial,lira02,12,5,2.0,1.0,0,16
78,1,0,0.0,False,nonsocial,lira02,1,0,0.0,1.0,0,16
78,0,0,1.0,True,nonsocial,lira02,2,1,0.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,3,2,0.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,4,3,0.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,5,4,0.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,6,5,0.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,7,0,2.0,1.0,0,16
78,0,0,1.0,True,nonsocial,lira02,8,1,2.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,9,2,2.0,1.0,0,16
78,0,0,1.0,True,nonsocial,lira02,10,3,2.0,0.0,1,16
78,0,0,1.0,True,nonsocial,lira02,11,4,2.0,1.0,0,16
78,0,0,1.0,True,nonsocial,lira02,12,5,2.0,0.0,1,16
59,1,0,0.0,False,social,lira02,1,0,1.0,0.0,1,16
59,0,0,1.0,True,social,lira02,2,1,1.0,0.0,1,16
59,0,0,1.0,True,social,lira02,3,2,1.0,0.0,1,16
59,0,0,1.0,True,social,lira02,4,3,1.0,0.0,1,16
59,0,0,0.0,True,social,lira02,5,4,1.0,0.0,1,16
59,0,0,0.0,True,social,lira02,6,5,1.0,0.0,1,16
59,1,0,0.0,False,social,lira02,7,0,3.0,0.0,1,16
59,1,0,0.0,False,social,lira02,8,1,3.0,1.0,0,16
59,1,0,0.0,False,social,lira02,9,2,3.0,0.0,1,16
59,1,0,0.0,False,social,lira02,10,3,3.0,0.0,1,16
59,0,0,1.0,True,social,lira02,11,4,3.0,1.0,0,16
59,0,0,1.0,True,social,lira02,12,5,3.0,0.0,1,16
71,0,1,0.0,False,social,lira02,1,0,1.0,0.0,0,16
71,1,1,0.0,True,social,lira02,2,1,1.0,1.0,1,16
71,0,1,1.0,False,social,lira02,3,2,1.0,1.0,1,16
71,0,1,1.0,False,social,lira02,4,3,1.0,0.0,0,16
71,0,1,0.0,False,social,lira02,5,4,1.0,0.0,0,16
71,0,1,0.0,False,social,lira02,6,5,1.0,0.0,0,16
71,1,1,1.0,True,social,lira02,7,0,3.0,0.0,0,16
71,1,1,1.0,True,social,lira02,8,1,3.0,1.0,1,16
71,1,1,1.0,True,social,lira02,9,2,3.0,1.0,1,16
71,1,1,1.0,True,social,lira02,10,3,3.0,1.0,1,16
71,1,1,1.0,True,social,lira02,11,4,3.0,1.0,1,16
71,1,1,1.0,True,social,lira02,12,5,3.0,1.0,1,16
53,0,0,1.0,True,social,lira02,1,0,1.0,1.0,0,16
53,1,0,1.0,False,social,lira02,2,1,1.0,1.0,0,16
53,1,0,0.0,False,social,lira02,3,2,1.0,1.0,0,16
53,0,0,1.0,True,social,lira02,4,3,1.0,0.0,1,16
53,0,0,1.0,True,social,lira02,5,4,1.0,0.0,1,16
53,0,0,1.0,True,social,lira02,6,5,1.0,0.0,1,16
53,1,0,0.0,False,social,lira02,7,0,3.0,0.0,1,16
53,1,0,0.0,False,social,lira02,8,1,3.0,1.0,0,16
53,1,0,0.0,False,social,lira02,9,2,3.0,0.0,1,16
53,1,0,1.0,False,social,lira02,10,3,3.0,0.0,1,16
53,1,0,0.0,False,social,lira02,11,4,3.0,0.0,1,16
53,0,0,1.0,True,social,lira02,12,5,3.0,0.0,1,16
19,1,1,1.0,True,social,lira02,1,0,1.0,1.0,1,16
19,0,1,0.0,False,social,lira02,2,1,1.0,1.0,1,16
19,1,1,1.0,True,social,lira02,3,2,1.0,1.0,1,16
19,1,1,1.0,True,social,lira02,4,3,1.0,0.0,0,16
19,1,1,1.0,True,social,lira02,5,4,1.0,1.0,1,16
19,1,1,1.0,True,social,lira02,6,5,1.0,1.0,1,16
19,0,1,0.0,False,social,lira02,7,0,3.0,1.0,1,16
19,1,1,0.0,True,social,lira02,8,1,3.0,1.0,1,16
19,0,1,1.0,False,social,lira02,9,2,3.0,1.0,1,16
19,0,1,0.0,False,social,lira02,10,3,3.0,1.0,1,16
19,1,1,1.0,True,social,lira02,11,4,3.0,1.0,1,16
19,1,1,1.0,True,social,lira02,12,5,3.0,1.0,1,16
10,0,1,1.0,False,social,beka93,1,0,0.0,1.0,1,9
10,1,1,1.0,True,social,beka93,2,1,0.0,1.0,1,9
10,1,1,1.0,True,social,beka93,3,2,0.0,1.0,1,9
10,1,1,1.0,True,social,beka93,4,3,0.0,1.0,1,9
10,1,1,0.0,True,social,beka93,5,4,0.0,1.0,1,9
10,1,1,0.0,True,social,beka93,6,5,0.0,1.0,1,9
10,1,1,1.0,True,social,beka93,7,0,2.0,1.0,1,9
10,1,1,1.0,True,social,beka93,8,1,2.0,0.0,0,9
10,1,1,1.0,True,social,beka93,9,2,2.0,0.0,0,9
10,1,1,1.0,True,social,beka93,10,3,2.0,1.0,1,9
10,1,1,1.0,True,social,beka93,11,4,2.0,1.0,1,9
10,1,1,1.0,True,social,beka93,12,5,2.0,0.0,0,9
38,1,1,1.0,True,social,beka93,1,0,0.0,1.0,1,9
38,1,1,0.0,True,social,beka93,2,1,0.0,0.0,0,9
38,0,1,0.0,False,social,beka93,3,2,0.0,1.0,1,9
38,1,1,1.0,True,social,beka93,4,3,0.0,0.0,0,9
38,1,1,0.0,True,social,beka93,5,4,0.0,1.0,1,9
38,1,1,1.0,True,social,beka93,6,5,0.0,1.0,1,9
38,0,1,0.0,False,social,beka93,7,0,2.0,0.0,0,9
38,1,1,1.0,True,social,beka93,8,1,2.0,1.0,1,9
38,1,1,1.0,True,social,beka93,9,2,2.0,1.0,1,9
38,1,1,1.0,True,social,beka93,10,3,2.0,1.0,1,9
38,1,1,1.0,True,social,beka93,11,4,2.0,1.0,1,9
38,1,1,1.0,True,social,beka93,12,5,2.0,1.0,1,9
20,1,0,1.0,False,social,beka93,1,0,0.0,1.0,0,9
20,1,0,1.0,False,social,beka93,2,1,0.0,0.0,1,9
20,1,0,0.0,False,social,beka93,3,2,0.0,0.0,1,9
20,1,0,0.0,False,social,beka93,4,3,0.0,1.0,0,9
20,0,0,1.0,True,social,beka93,5,4,0.0,0.0,1,9
20,0,0,0.0,True,social,beka93,6,5,0.0,1.0,0,9
20,1,0,0.0,False,social,beka93,7,0,2.0,1.0,0,9
20,0,0,1.0,True,social,beka93,8,1,2.0,1.0,0,9
20,0,0,1.0,True,social,beka93,9,2,2.0,0.0,1,9
20,0,0,0.0,True,social,beka93,10,3,2.0,0.0,1,9
20,0,0,1.0,True,social,beka93,11,4,2.0,0.0,1,9
20,0,0,1.0,True,social,beka93,12,5,2.0,0.0,1,9
76,1,0,0.0,False,social,beka93,1,0,0.0,1.0,0,9
76,0,0,1.0,True,social,beka93,2,1,0.0,0.0,1,9
76,0,0,1.0,True,social,beka93,3,2,0.0,0.0,1,9
76,0,0,0.0,True,social,beka93,4,3,0.0,1.0,0,9
76,0,0,1.0,True,social,beka93,5,4,0.0,0.0,1,9
76,0,0,1.0,True,social,beka93,6,5,0.0,1.0,0,9
76,1,0,0.0,False,social,beka93,7,0,2.0,0.0,1,9
76,0,0,1.0,True,social,beka93,8,1,2.0,0.0,1,9
76,0,0,0.0,True,social,beka93,9,2,2.0,0.0,1,9
76,0,0,1.0,True,social,beka93,10,3,2.0,0.0,1,9
76,0,0,1.0,True,social,beka93,11,4,2.0,0.0,1,9
76,0,0,1.0,True,social,beka93,12,5,2.0,0.0,1,9
89,1,1,1.0,True,nonsocial,beka93,1,0,1.0,1.0,1,9
89,1,1,1.0,True,nonsocial,beka93,2,1,1.0,0.0,0,9
89,1,1,0.0,True,nonsocial,beka93,3,2,1.0,0.0,0,9
89,1,1,1.0,True,nonsocial,beka93,4,3,1.0,1.0,1,9
89,1,1,1.0,True,nonsocial,beka93,5,4,1.0,1.0,1,9
89,1,1,0.0,True,nonsocial,beka93,6,5,1.0,1.0,1,9
89,0,1,0.0,False,nonsocial,beka93,7,0,3.0,1.0,1,9
89,1,1,1.0,True,nonsocial,beka93,8,1,3.0,0.0,0,9
89,1,1,0.0,True,nonsocial,beka93,9,2,3.0,1.0,1,9
89,1,1,1.0,True,nonsocial,beka93,10,3,3.0,1.0,1,9
89,1,1,1.0,True,nonsocial,beka93,11,4,3.0,1.0,1,9
89,1,1,1.0,True,nonsocial,beka93,12,5,3.0,1.0,1,9
65,0,0,1.0,True,nonsocial,beka93,1,0,1.0,0.0,1,9
65,1,0,1.0,False,nonsocial,beka93,2,1,1.0,0.0,1,9
65,1,0,0.0,False,nonsocial,beka93,3,2,1.0,1.0,0,9
65,1,0,0.0,False,nonsocial,beka93,4,3,1.0,1.0,0,9
65,1,0,0.0,False,nonsocial,beka93,5,4,1.0,1.0,0,9
65,1,0,0.0,False,nonsocial,beka93,6,5,1.0,0.0,1,9
65,0,0,1.0,True,nonsocial,beka93,7,0,3.0,1.0,0,9
65,1,0,0.0,False,nonsocial,beka93,8,1,3.0,0.0,1,9
65,0,0,1.0,True,nonsocial,beka93,9,2,3.0,0.0,1,9
65,0,0,1.0,True,nonsocial,beka93,10,3,3.0,0.0,1,9
65,0,0,0.0,True,nonsocial,beka93,11,4,3.0,0.0,1,9
65,0,0,1.0,True,nonsocial,beka93,12,5,3.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,1,0,1.0,1.0,0,9
21,0,0,1.0,True,nonsocial,beka93,2,1,1.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,3,2,1.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,4,3,1.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,5,4,1.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,6,5,1.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,7,0,3.0,1.0,0,9
21,0,0,0.0,True,nonsocial,beka93,8,1,3.0,1.0,0,9
21,0,0,1.0,True,nonsocial,beka93,9,2,3.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,10,3,3.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,11,4,3.0,0.0,1,9
21,0,0,1.0,True,nonsocial,beka93,12,5,3.0,0.0,1,9
91,0,1,0.0,False,nonsocial,beka93,1,0,1.0,1.0,1,9
91,0,1,0.0,False,nonsocial,beka93,2,1,1.0,1.0,1,9
91,1,1,0.0,True,nonsocial,beka93,3,2,1.0,0.0,0,9
91,0,1,0.0,False,nonsocial,beka93,4,3,1.0,1.0,1,9
91,0,1,0.0,False,nonsocial,beka93,5,4,1.0,0.0,0,9
91,1,1,0.0,True,nonsocial,beka93,6,5,1.0,1.0,1,9
91,0,1,0.0,False,nonsocial,beka93,7,0,3.0,1.0,1,9
91,1,1,1.0,True,nonsocial,beka93,8,1,3.0,1.0,1,9
91,1,1,1.0,True,nonsocial,beka93,9,2,3.0,1.0,1,9
91,1,1,1.0,True,nonsocial,beka93,10,3,3.0,1.0,1,9
91,1,1,1.0,True,nonsocial,beka93,11,4,3.0,1.0,1,9
91,1,1,1.0,True,nonsocial,beka93,12,5,3.0,1.0,1,9
20,0,0,0.0,True,social,mada01,1,0,0.0,1.0,0,6
20,0,0,1.0,True,social,mada01,2,1,0.0,0.0,1,6
20,0,0,1.0,True,social,mada01,3,2,0.0,1.0,0,6
20,0,0,1.0,True,social,mada01,4,3,0.0,0.0,1,6
20,0,0,1.0,True,social,mada01,5,4,0.0,0.0,1,6
20,0,0,0.0,True,social,mada01,6,5,0.0,1.0,0,6
20,0,0,1.0,True,social,mada01,7,0,2.0,0.0,1,6
20,0,0,1.0,True,social,mada01,8,1,2.0,0.0,1,6
20,0,0,1.0,True,social,mada01,9,2,2.0,0.0,1,6
20,0,0,1.0,True,social,mada01,10,3,2.0,0.0,1,6
20,0,0,1.0,True,social,mada01,11,4,2.0,0.0,1,6
20,0,0,1.0,True,social,mada01,12,5,2.0,0.0,1,6
14,1,1,1.0,True,social,mada01,1,0,0.0,0.0,0,6
14,0,1,0.0,False,social,mada01,2,1,0.0,1.0,1,6
14,0,1,0.0,False,social,mada01,3,2,0.0,0.0,0,6
14,0,1,1.0,False,social,mada01,4,3,0.0,1.0,1,6
14,0,1,0.0,False,social,mada01,5,4,0.0,0.0,0,6
14,1,1,1.0,True,social,mada01,6,5,0.0,1.0,1,6
14,0,1,0.0,False,social,mada01,7,0,2.0,1.0,1,6
14,0,1,0.0,False,social,mada01,8,1,2.0,1.0,1,6
14,1,1,1.0,True,social,mada01,9,2,2.0,1.0,1,6
14,1,1,1.0,True,social,mada01,10,3,2.0,1.0,1,6
14,1,1,1.0,True,social,mada01,11,4,2.0,1.0,1,6
14,1,1,1.0,True,social,mada01,12,5,2.0,1.0,1,6
52,0,0,1.0,True,social,mada01,1,0,0.0,0.0,1,6
52,1,0,0.0,False,social,mada01,2,1,0.0,0.0,1,6
52,1,0,0.0,False,social,mada01,3,2,0.0,1.0,0,6
52,1,0,0.0,False,social,mada01,4,3,0.0,0.0,1,6
52,0,0,1.0,True,social,mada01,5,4,0.0,0.0,1,6
52,0,0,1.0,True,social,mada01,6,5,0.0,0.0,1,6
52,0,0,1.0,True,social,mada01,7,0,2.0,0.0,1,6
52,1,0,0.0,False,social,mada01,8,1,2.0,1.0,0,6
52,0,0,1.0,True,social,mada01,9,2,2.0,0.0,1,6
52,0,0,1.0,True,social,mada01,10,3,2.0,0.0,1,6
52,0,0,0.0,True,social,mada01,11,4,2.0,0.0,1,6
52,0,0,1.0,True,social,mada01,12,5,2.0,0.0,1,6
38,1,1,1.0,True,social,mada01,1,0,0.0,1.0,1,6
38,1,1,1.0,True,social,mada01,2,1,0.0,1.0,1,6
38,1,1,1.0,True,social,mada01,3,2,0.0,1.0,1,6
38,1,1,1.0,True,social,mada01,4,3,0.0,1.0,1,6
38,1,1,1.0,True,social,mada01,5,4,0.0,1.0,1,6
38,1,1,1.0,True,social,mada01,6,5,0.0,1.0,1,6
38,1,1,1.0,True,social,mada01,7,0,2.0,1.0,1,6
38,1,1,1.0,True,social,mada01,8,1,2.0,1.0,1,6
38,1,1,1.0,True,social,mada01,9,2,2.0,1.0,1,6
38,1,1,1.0,True,social,mada01,10,3,2.0,1.0,1,6
38,1,1,1.0,True,social,mada01,11,4,2.0,1.0,1,6
38,1,1,0.0,True,social,mada01,12,5,2.0,0.0,0,6
27,0,0,1.0,True,nonsocial,mada01,1,0,1.0,1.0,0,6
27,0,0,0.0,True,nonsocial,mada01,2,1,1.0,0.0,1,6
27,1,0,0.0,False,nonsocial,mada01,3,2,1.0,0.0,1,6
27,0,0,1.0,True,nonsocial,mada01,4,3,1.0,0.0,1,6
27,0,0,1.0,True,nonsocial,mada01,5,4,1.0,0.0,1,6
27,0,0,1.0,True,nonsocial,mada01,6,5,1.0,0.0,1,6
27,1,0,0.0,False,nonsocial,mada01,7,0,3.0,0.0,1,6
27,0,0,0.0,True,nonsocial,mada01,8,1,3.0,0.0,1,6
27,0,0,0.0,True,nonsocial,mada01,9,2,3.0,0.0,1,6
27,1,0,0.0,False,nonsocial,mada01,10,3,3.0,0.0,1,6
27,0,0,1.0,True,nonsocial,mada01,11,4,3.0,0.0,1,6
27,0,0,1.0,True,nonsocial,mada01,12,5,3.0,0.0,1,6
53,1,1,0.0,True,nonsocial,mada01,1,0,1.0,1.0,1,6
53,0,1,0.0,False,nonsocial,mada01,2,1,1.0,1.0,1,6
53,0,1,0.0,False,nonsocial,mada01,3,2,1.0,1.0,1,6
53,1,1,0.0,True,nonsocial,mada01,4,3,1.0,1.0,1,6
53,1,1,0.0,True,nonsocial,mada01,5,4,1.0,1.0,1,6
53,1,1,1.0,True,nonsocial,mada01,6,5,1.0,0.0,0,6
53,1,1,1.0,True,nonsocial,mada01,7,0,3.0,1.0,1,6
53,1,1,1.0,True,nonsocial,mada01,8,1,3.0,1.0,1,6
53,1,1,1.0,True,nonsocial,mada01,9,2,3.0,1.0,1,6
53,0,1,0.0,False,nonsocial,mada01,10,3,3.0,0.0,0,6
53,1,1,1.0,True,nonsocial,mada01,11,4,3.0,1.0,1,6
53,1,1,1.0,True,nonsocial,mada01,12,5,3.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,1,0,1.0,0.0,0,6
95,1,1,1.0,True,nonsocial,mada01,2,1,1.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,3,2,1.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,4,3,1.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,5,4,1.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,6,5,1.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,7,0,3.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,8,1,3.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,9,2,3.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,10,3,3.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,11,4,3.0,1.0,1,6
95,1,1,1.0,True,nonsocial,mada01,12,5,3.0,1.0,1,6
99,0,0,1.0,True,nonsocial,mada01,1,0,1.0,1.0,0,6
99,0,0,1.0,True,nonsocial,mada01,2,1,1.0,1.0,0,6
99,0,0,1.0,True,nonsocial,mada01,3,2,1.0,0.0,1,6
99,0,0,1.0,True,nonsocial,mada01,4,3,1.0,1.0,0,6
99,0,0,0.0,True,nonsocial,mada01,5,4,1.0,0.0,1,6
99,0,0,1.0,True,nonsocial,mada01,6,5,1.0,1.0,0,6
99,0,0,1.0,True,nonsocial,mada01,7,0,3.0,0.0,1,6
99,0,0,1.0,True,nonsocial,mada01,8,1,3.0,0.0,1,6
99,0,0,1.0,True,nonsocial,mada01,9,2,3.0,1.0,0,6
99,0,0,0.0,True,nonsocial,mada01,10,3,3.0,0.0,1,6
99,0,0,0.0,True,nonsocial,mada01,11,4,3.0,1.0,0,6
99,0,0,1.0,True,nonsocial,mada01,12,5,3.0,0.0,1,6
54,0,0,1.0,True,nonsocial,flsc98,1,0,0.0,1.0,0,11
54,1,0,,False,nonsocial,flsc98,2,1,0.0,,0,11
