,Sub_ID,Stim,BlockType,Alpha,Theta,Rho,neg_ll,BIC
146,flto91,28,nonsocial,0.833286089484172,50.0,0.0016920040325027325,6.961729704330285,21.37817935802457
147,flto91,56,nonsocial,0.12031968093640477,50.0,0.579715595654797,4.20402821461314,15.862776378590281
148,flto91,81,social,1.0,1.3390036652111132,1.0,6.753378415572025,20.96147678050805
149,flto91,25,social,0.04693249386171322,50.0,1.0,4.3001117472651575,16.054943443894317
150,flto91,79,social,1.0,1.5472409577605424,1.0,7.423065296497048,22.3008505423581
151,flto91,93,social,0.019114900504841267,50.0,1.0,6.282584835465269,20.019889620294542
152,flto91,94,nonsocial,0.01846341810608897,50.0,0.6742827901483993,5.696856481707535,18.84843291277907
153,flto91,90,nonsocial,0.03485402498766172,50.0,0.33509576371085836,6.371288330050847,20.197296609465695
154,flto91,28,nonsocial,0.833286089484172,50.0,0.0016920040325027325,6.961729704330285,21.37817935802457
155,flto91,56,nonsocial,0.12031968093640477,50.0,0.579715595654797,4.20402821461314,15.862776378590281
156,flto91,81,social,1.0,1.3390036652111132,1.0,6.753378415572025,20.96147678050805
157,flto91,25,social,0.04693249386171322,50.0,1.0,4.3001117472651575,16.054943443894317
158,flto91,79,social,1.0,1.5472409577605424,1.0,7.423065296497048,22.3008505423581
159,flto91,93,social,0.019114900504841267,50.0,1.0,6.282584835465269,20.019889620294542
160,gava97,76,social,1.0,31.383874467526624,0.5512815995171992,3.396514587110968,14.247749123585937
161,gava97,32,social,0.005365153854996639,50.0,1.0,7.742044289466274,22.938808528296548
162,gava97,96,social,0.003561331896143202,50.0,1.0,7.970455049634627,23.395630048633258
163,gava97,30,social,0.9298053904528817,50.0,0.0,7.231326651568859,21.91737325250172
164,gava97,21,nonsocial,0.5184990139789191,50.0,0.3661889990134418,0.7827832748389967,9.020286499041994
165,gava97,31,nonsocial,1.0,33.01961700797486,0.5419841947186478,3.195159399658356,13.845038748680714
166,gava97,63,nonsocial,0.3846231695343052,50.0,0.4104921067251926,1.0382064082599622,9.531132765883926
167,gava97,81,nonsocial,0.028441866433640835,50.0,0.577148172913349,6.809985521554816,21.074690992473634
168,gefr88,74,nonsocial,0.5009445217348559,50.0,1.0,1.3882266369896046,10.23117322334321
169,gefr88,84,nonsocial,0.03586322659122779,50.0,1.0,2.2108109707975157,11.876341890959033
170,gefr88,52,nonsocial,1.0,27.905220127475452,1.0,0.6931567712738733,8.841033491911748
171,gefr88,98,nonsocial,0.8313176660159622,11.716106533452432,1.0,3.081018874069274,13.61675769750255
172,gefr88,21,social,0.3120364377488151,50.0,1.0,0.6938504944759576,8.842420938315916
173,gefr88,37,social,0.15445010556410838,10.971926484555889,1.0,5.761207829672792,18.977135608709588
174,gefr88,49,social,0.6098009795608972,50.0,0.02231228595316848,5.740487434073012,18.935694817510026
175,gefr88,65,social,1.0,31.47574981203205,0.5511326325533603,3.396514580018508,14.247749109401017
176,guek86,10,nonsocial,0.012187764850994796,50.0,0.7648839993492269,6.803612712250455,21.061945373864912
177,guek86,28,nonsocial,0.05252833353532104,50.0,0.7931034503783734,3.149547648111467,13.753815245586935
178,guek86,16,nonsocial,0.1613616182293733,28.23053285591014,0.3527518592804719,4.694752269764033,16.844224488892067
179,guek86,68,nonsocial,0.6388690677874935,50.0,0.0,6.3414461583559545,20.137612266075912
180,guek86,21,social,0.39806485891384474,2.9724236444622534,1.0,6.409590919091494,20.27390178754699
181,guek86,83,social,1.0,31.096984686212913,0.04457561269734355,6.660895384280867,20.776510717925735
182,guek86,39,social,0.07698707796024186,50.0,0.7372284786361331,4.557073091862519,16.56886613308904
183,guek86,75,social,0.029959348177652383,50.0,0.10568063471867316,7.454885232030544,22.364490413425088
184,hamo95,62,nonsocial,0.8380137337074685,50.0,0.03990894570913016,5.717425050215493,18.889570049794987
185,hamo95,16,nonsocial,0.9312121079196084,50.0,0.0,7.235543405507039,21.92580676037808
186,hamo95,72,nonsocial,1.0,29.373835146591937,0.5662463819992698,3.707308649909628,14.869337249183257
187,hamo95,84,nonsocial,0.08405520769633047,50.0,0.24190746002390595,6.710091032998351,20.874902015360703
188,hamo95,39,social,1.0,31.541860727987647,0.021973259552190195,7.114922022134715,21.684563993633432
189,hamo95,93,social,1.0,50.0,0.0,7.624618986173287,22.703957921710575
190,hamo95,29,social,0.006041674144464278,50.0,1.0,7.67060125292036,22.79592245520472
191,hamo95,83,social,0.489746924050646,50.0,0.12514708006359024,2.55756073379839,12.56984141696078
192,hase90,38,nonsocial,0.5653943393694872,50.0,0.12372265954049741,2.8881155331591377,13.230951015682276
193,hase90,92,nonsocial,0.5536090346971788,50.0,0.013477388773661536,6.11325693657055,19.6812338225051
194,hase90,62,nonsocial,0.009683712727180986,50.0,1.0,7.083512633562204,21.62174521648841
195,hase90,98,nonsocial,0.8986874804784445,50.0,0.02004803742954035,6.922819041847168,21.300358033058338
196,hase90,59,social,0.06208380660115138,50.0,0.22740493448894458,7.4087487974810875,22.272217544326175
197,hase90,29,social,0.14342952975711848,10.478981245463713,0.10567822970386462,7.825153282705555,23.105026514775112
198,hase90,15,social,0.9086389367979218,50.0,0.0,7.149424744965759,21.753569439295518
199,hase90,99,social,0.00457950471184709,50.0,0.0,8.205333819715207,23.865387588794416
200,hase90,38,nonsocial,0.5653943393694872,50.0,0.12372265954049741,2.8881155331591377,13.230951015682276
201,hase90,92,nonsocial,0.5536090346971788,50.0,0.013477388773661536,6.11325693657055,19.6812338225051
202,hase90,62,nonsocial,0.009683712727180986,50.0,1.0,7.083512633562204,21.62174521648841
203,hase90,98,nonsocial,0.8986874804784445,50.0,0.02004803742954035,6.922819041847168,21.300358033058338
204,hase90,59,social,0.06208380660115138,50.0,0.22740493448894458,7.4087487974810875,22.272217544326175
205,hase90,29,social,0.14342952975711848,10.478981245463713,0.10567822970386462,7.825153282705555,23.105026514775112
206,hase90,15,social,0.9086389367979218,50.0,0.0,7.149424744965759,21.753569439295518
207,hase90,99,social,0.00457950471184709,50.0,0.0,8.205333819715207,23.865387588794416
208,hese83,40,nonsocial,0.05444468530517913,50.0,0.28573897664183295,6.343060695153575,20.14084133967115
209,hese83,60,nonsocial,0.002987869003954705,50.0,0.09065446259731684,8.237206664791003,23.929133278946008
210,hese83,46,nonsocial,0.046209140815702494,50.0,0.45294451019583015,6.920519909113904,21.29575976759181
211,hese83,68,nonsocial,0.6214660204379291,50.0,0.3162816266474888,0.7351431481311532,8.925006245626308
212,hese83,59,social,0.04764667732706348,50.0,0.30803494329207914,6.923577680853686,21.301875311071374
213,hese83,81,social,0.007997777613827368,50.0,0.15809838453171016,8.183950846781505,23.82262164292701
214,hese83,27,social,0.058019067405539894,50.0,0.145261961838823,6.687720740816927,20.830161430997855
215,hese83,91,social,1.0,25.0,0.0,7.6246227128056265,22.703965374975255
216,hezi87,20,social,0.9314532474473816,50.0,0.0,7.236099042180734,21.92691803372547
217,hezi87,24,social,0.03258461969138208,50.0,0.30752908652572525,6.83200743075086,21.11873481086572
218,hezi87,46,social,0.03027678800312962,50.0,0.25907899286155445,7.808518373840152,23.071756697044307
219,hezi87,44,social,0.7654903084670787,50.0,0.01252592383340629,6.629392570156639,20.71350508967728
220,hezi87,21,nonsocial,0.534335072879683,20.535620859380757,0.024018806528588788,6.871609791337762,21.197939532039527
221,hezi87,67,nonsocial,0.023478061067945293,50.0,0.0,7.5147116067206365,22.484143162805275
222,hezi87,85,nonsocial,0.942096794697789,50.0,0.0,7.286607111913803,22.027934173191607
223,hezi87,19,nonsocial,1.0,1.8064141004797378,1.0,7.089272520817456,21.633264990998914
224,ivmi00,50,nonsocial,0.2200744534945963,50.0,0.0,4.590799088099814,16.63631812556363
225,ivmi00,40,nonsocial,0.019294335719096254,50.0,0.29546310721976526,7.799591678718496,23.053903306800994
226,ivmi00,84,nonsocial,0.04528109352161713,50.0,1.0,4.274460586867213,16.003641123098426
227,ivmi00,30,nonsocial,0.8046377411447375,50.0,0.0,6.800581866995015,21.055883683354033
228,ivmi00,95,social,0.008942906098191752,50.0,0.0,7.993661678526127,23.442043306416256
229,ivmi00,69,social,0.027366105870756535,50.0,0.7582376971894358,6.581210269408257,20.617140488180517
230,ivmi00,13,social,1.0,25.12203145492983,0.0,7.624622492220022,22.703964933804045
231,ivmi00,81,social,0.006099209216190179,50.0,0.0,8.169707916639817,23.794135782643636
232,jame99,52,social,0.04767760911214665,50.0,0.6818493384914615,4.480096197701833,16.414912344767668
233,jame99,68,social,0.3494858433686718,50.0,0.3034519821406108,2.089079076742823,11.632878102849649
234,jame99,36,social,1.0,1.8015294615330726,1.0,6.901107219772253,21.25693438890851
235,jame99,34,social,0.24122185753542494,50.0,1.0,0.7052640006299563,8.865247950623914
236,jame99,81,nonsocial,0.03977231101507698,50.0,0.9679014322884141,6.962853191641823,21.380426332647648
237,jame99,11,nonsocial,1.0,31.383874467526624,0.5512815995171992,3.396514587110968,14.247749123585937
238,jame99,77,nonsocial,0.0,1.0,0.0,8.317766166719343,24.090252282802687
239,jame99,63,nonsocial,0.07382904085684236,50.0,0.45006119260809363,5.292446622774716,18.039613194913436
240,juzi87,62,nonsocial,0.25579783790679805,50.0,0.057880416509337444,4.583967350189953,16.622654649743907
241,juzi87,10,nonsocial,1.0,1.8686324455762064,1.0,5.826184899855814,19.10708974907563
242,juzi87,24,nonsocial,0.01116646296097892,50.0,1.0,5.826357490496127,19.107434930356256
243,juzi87,20,nonsocial,0.06568727707950041,50.0,0.09226393485940787,6.744712578045393,20.944145105454787
244,juzi87,53,social,0.12436519136630628,50.0,0.3664640085557155,5.061719276601141,17.578158502566282
245,juzi87,89,social,0.05000153208221416,50.0,0.1511466410964413,7.0211593460595445,21.49703864148309
246,juzi87,55,social,0.0,1.0,0.0,8.317766166719343,24.090252282802687
247,juzi87,25,social,1.0,25.0,0.0,7.6246227128056265,22.703965374975255
248,kaho97,14,social,0.05843345075152062,50.0,0.3688009785117034,5.682658799745083,18.820037548854167
249,kaho97,22,social,0.059295268155384544,50.0,0.18309974949124133,6.592224203838339,20.63916835704068
250,kaho97,88,social,0.199910398374504,50.0,1.0,0.8062597495924583,9.067239448548918
251,kaho97,86,social,0.027357320441623412,50.0,0.41644029515962033,6.817601978550503,21.089923906465007
252,kaho97,31,nonsocial,1.0,27.905220127475452,1.0,0.6931567712738733,8.841033491911748
253,kaho97,77,nonsocial,1.0,50.0,0.2707945698808864,2.079462622751173,11.613645194866347
254,kaho97,53,nonsocial,0.6252579608249701,1.5411788627194347,1.0,7.4741507506643865,22.403021450692776
255,kaho97,85,nonsocial,0.8712654492600986,50.0,0.5752976721306126,2.5334926509637143,12.52170525129143
256,leal92,28,nonsocial,0.9314075104582125,50.0,0.01143490019359954,6.855644321069143,21.166008591502287
257,leal92,34,nonsocial,1.0,2.907848564192369,1.0,4.9653998500648795,17.38551964949376
258,leal92,84,nonsocial,0.5057642716735042,50.0,1.0,1.388310232412826,10.231340414189653
