left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,91,B,left,0,3.0298,0,0,0,2,1,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,B,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,38,A,right,0,2.1625,0,1,1,1,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,A,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,99,A,right,0,2.267,0,2,2,0,1,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,A,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,1.6516,0,3,3,3,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,B,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,98,B,left,0,3.3923,,,,,,98,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,43,A,right,0,1.1975,,,,,,43,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,53,A,right,0,5.032,,,,,,53,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,39,A,right,0,4.036,,,,,,39,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,99,A,right,0,2.1349,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""B"",""A"",""A""],[""A"",""B"",""B"",""A""]]",Yes,0,0,0,0,1,A,,,,,,,,,,,,,,,,,,,,,
B,A,91,A,right,0,1.7784,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""B"",""A"",""A""],[""A"",""B"",""B"",""A""]]",No,0,1,1,2,1,B,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,2.1283,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""B"",""A"",""A""],[""A"",""B"",""B"",""A""]]",Yes,0,2,2,3,1,B,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,1.1567,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""B"",""A"",""A""],[""A"",""B"",""B"",""A""]]",No,0,3,3,1,1,A,,,,,,,,,,,,,,,,,,,,,
B,A,52,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.3245,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,12,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.1666,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,38,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,1.1617,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,66,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,2.8624,Incongruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,12,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.222,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,52,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.9002,Incongruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.5486,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,38,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.4964,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,52,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.5368,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,38,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.8677,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,12,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.1999,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,66,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.854,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,12,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.5733,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
A,B,66,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.5154,Incongruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,38,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.0403,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,52,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.0245,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,12,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,4.5534,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,38,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.7312,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,66,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.3804,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,52,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,1.0108,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,12,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,5.8432,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,66,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,0.5782,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,52,A,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.5579,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,38,B,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.702,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,alka88,001,2022-04-26_15h25.46.270,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
