left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,38,A,right,0,3.5867,0,0,0,3,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,B,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,91,B,left,0,3.1714,0,1,1,2,1,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,B,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,99,A,right,0,3.4006,0,2,2,0,1,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,A,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,38,A,right,0,4.97,0,3,3,1,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,A,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,53,B,left,0,4.5902,,,,,,53,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,43,A,right,0,1.5173,,,,,,43,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,98,A,right,0,2.6015,,,,,,98,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,39,A,right,0,2.265,,,,,,39,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,91,A,right,0,0.0007,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""A"",""B""],[""A"",""B"",""A"",""B""]]",No,0,0,0,2,1,B,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,3.0898,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""A"",""B""],[""A"",""B"",""A"",""B""]]",No,0,1,1,1,1,A,,,,,,,,,,,,,,,,,,,,,
B,A,38,A,right,0,2.1898,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""A"",""B""],[""A"",""B"",""A"",""B""]]",No,0,2,2,3,1,B,,,,,,,,,,,,,,,,,,,,,
B,A,99,A,right,0,2.786,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""B"",""A"",""A"",""B""],[""A"",""B"",""A"",""B""]]",Yes,0,3,3,0,1,A,,,,,,,,,,,,,,,,,,,,,
A,B,92,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.2861,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,96,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,0.9834,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,28,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,4.0717,Incongruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,76,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.2946,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,76,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,3.8486,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,96,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.9514,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,92,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.097,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,28,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.1949,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,96,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,3.468,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,28,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,2.1571,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,76,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.8777,Incongruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,92,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,1.5053,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,92,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,0.9907,Incongruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,28,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,3.2886,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,76,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.7085,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,96,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.2858,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,92,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,3.8731,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,28,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,1.7926,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,96,B,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,4.0755,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,76,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,3.1434,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,96,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,5.7544,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,92,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,,0,,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,76,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,1.457,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,28,A,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.6911,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,,,papa97,001,2022-05-31_16h26.46.772,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
