left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,38,A,left,0,1.9142,0,0,0,1,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,A,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,99,B,right,0,0.5649,0,1,1,0,1,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,A,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,91,B,right,0,0.5296,0,2,2,2,1,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,B,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,A,left,0,0.6968,0,3,3,3,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,B,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,39,A,left,0,1.7878,,,,,,39,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,43,B,right,0,0.6759,,,,,,43,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,98,B,right,0,0.9709,,,,,,98,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,53,B,right,0,0.4735,,,,,,53,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,B,right,0,4.4018,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""B"",""A"",""B"",""A""]]",Yes,0,0,0,3,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,99,A,left,0,0.714,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""B"",""A"",""B"",""A""]]",Yes,0,1,1,0,1,A,,,,,,,,,,,,,,,,,,,,,
A,B,91,A,left,0,0.7861,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""B"",""A"",""B"",""A""]]",No,0,2,2,2,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,38,B,right,0,0.3799,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""B"",""A"",""B"",""A""]]",No,0,3,3,1,1,A,,,,,,,,,,,,,,,,,,,,,
B,A,42,B,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,1.0586,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,84,A,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.8948,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,32,A,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,1.0114,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,30,B,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.7858,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,30,B,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.6987,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.4979,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,32,B,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,0.5022,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,84,B,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,left,0,0.4272,Incongruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,32,A,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,0.4356,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
B,A,84,A,,,,,,,,,,,,,,copr92,001,2022-05-06_17h04.18.685,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,0.2952,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
