left,right,stim,response_training.keys,response_training.corr,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,ParticipantAnswer,response_training.rt,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,99,,0,0,0,0,0,1,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,A,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,91,,0,0,1,1,2,1,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,B,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,,0,0,2,2,1,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,A,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,right,0,0,3,3,3,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,B,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,0.7742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,53,left,0,,,,,,53,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,2.4416,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,98,right,0,,,,,,98,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,1.8303,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,43,right,0,,,,,,43,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,1.842,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,39,left,0,,,,,,39,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,1.2661,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,,0,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""A"",""B"",""A""]]",No,0,0,0,1,1,A,,,,,,,,,,,,,,,,,,,,,
A,B,91,left,0,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,2.1617,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""A"",""B"",""A""]]",No,0,1,1,2,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,99,left,0,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,2.4989,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""A"",""B"",""A""]]",Yes,0,2,2,0,1,A,,,,,,,,,,,,,,,,,,,,,
A,B,38,right,0,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,3.431,,,,,,"[[""B"",""A"",""B"",""A""],[""B"",""A"",""B"",""A""]]",Yes,0,3,3,3,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,30,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.0799,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
A,B,34,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,3.1471,Incongruent,0,social,1,0,1,0,1,,,,,,,,,,
A,B,68,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.7981,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,84,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,0.9034,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,84,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,4.3527,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,34,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,0.9327,Incongruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,2.7057,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,68,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.8748,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,34,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.3257,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,68,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,3.3511,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,84,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,5.2537,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,30,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.3955,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,68,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,3.4074,Incongruent,0,social,0,0,0,0,1,,,,,,,,,,
A,B,84,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,4.7231,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,34,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.5936,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,30,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,2.964,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,34,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,2.2725,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,84,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,3.8954,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,B,No,,,,,,,,0,,Incongruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,68,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,3.0849,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,34,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0313,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,84,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,4.2162,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,68,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.7889,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,30,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,3.3923,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
A,B,27,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.9474,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,81,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.5237,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,3.4195,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,29,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.5196,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,27,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,3.2049,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,29,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,3.1686,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,81,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,3.6674,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.9741,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,29,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,2.537,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,5.5675,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,27,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,4.1338,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,81,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.7123,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,27,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.9348,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,29,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.8966,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.0116,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,81,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,2.3269,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,27,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,3.3801,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,81,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8467,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,29,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.3494,Incongruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,73,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.737,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,node99,001,2022-04-05_11h22.56.442,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
