left,right,stim,response_training.keys,response_training.corr,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,ParticipantAnswer,response_training.rt,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.7454,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,4.5618,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.5473,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.7735,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.5906,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.5722,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.361,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.6652,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,0.5063,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
B,A,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.2913,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0271,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.8906,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.4083,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
A,B,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,2.442,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.8318,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.0819,Incongruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.472,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
B,A,21,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,2.0807,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,37,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.6307,Congruent,0,social,1,0,1,0,1,,,,,,,,,,
B,A,49,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.9517,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,65,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.8791,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,65,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.9601,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.7429,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,37,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,left,0,1.1876,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
B,A,49,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,right,0,0.7413,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
A,B,37,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,A,No,,,,,,,right,0,1.1538,Congruent,0,social,0,0,0,0,1,,,,,,,,,,
A,B,21,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.1927,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,65,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.0058,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,49,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,1.0054,Congruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,49,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.9075,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,21,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.7867,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,65,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.725,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
A,B,37,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.6841,Incongruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,65,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.1924,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
A,B,21,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.6869,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
A,B,49,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,B,No,,,,,,,left,0,0.9803,Congruent,0,social,2,0,2,0,1,,,,,,,,,,
A,B,37,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.497,Congruent,1,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,65,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,3.6212,Congruent,1,social,0,0,0,0,1,,,,,,,,,,
B,A,21,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.5515,Congruent,1,social,1,0,1,0,1,,,,,,,,,,
B,A,49,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.9861,Congruent,1,social,2,0,2,0,1,,,,,,,,,,
B,A,37,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.662,Incongruent,0,social,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1
A,B,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.7926,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.5864,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.3456,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.6271,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
A,B,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.0399,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.8704,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.7365,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.6273,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.0291,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.8318,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.5269,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.5641,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
B,A,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,1.7547,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,0.7367,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.3093,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,left,0,0.4203,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,1.9432,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,74,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,1.0446,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,98,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,left,0,0.7302,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,84,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,B,,,,,,,B,Yes,,,,,,,right,0,0.4499,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,
B,A,52,,,,,,,,,,,,,gefr88,001,2022-04-06_13h03.47.645,RALT_PLD,2020.2.10,Win32,60,A,,,,,,,A,Yes,,,,,,,right,0,1.0158,Incongruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
