left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
B,A,38,A,right,0,2.762,0,0,0,1,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,A,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,91,A,right,0,4.878,0,1,1,2,1,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,B,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,99,B,left,0,4.4281,0,2,2,0,1,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,A,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,3.1666,0,3,3,3,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,B,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,43,A,right,0,2.4821,,,,,,43,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,39,B,left,0,5.4688,,,,,,39,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,98,B,left,0,3.6876,,,,,,98,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,0,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,53,A,right,0,2.5624,,,,,,53,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,3.9633,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""B"",""A""],[""B"",""A"",""A"",""B""]]",Yes,0,0,0,3,1,B,,,,,,,,,,,,,,,,,,,,,
B,A,99,B,left,0,2.9014,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""B"",""A""],[""B"",""A"",""A"",""B""]]",No,0,1,1,0,1,A,,,,,,,,,,,,,,,,,,,,,
B,A,38,B,left,0,2.049,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""B"",""A""],[""B"",""A"",""A"",""B""]]",No,0,2,2,1,1,A,,,,,,,,,,,,,,,,,,,,,
B,A,91,B,left,0,2.6103,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""B"",""A""],[""B"",""A"",""A"",""B""]]",Yes,0,3,3,2,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,82,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,3.9559,Congruent,0,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,42,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,4.0673,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,58,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.7937,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,86,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,No,,,,,,,right,0,2.2029,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
B,A,58,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,3.0484,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,86,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,3.3203,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,3.3948,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,82,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,3.2684,Congruent,0,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,
B,A,82,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,left,0,2.6235,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
B,A,58,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,right,0,2.1957,Congruent,0,nonsocial,1,0,1,0,1,,,,,,,,,,
B,A,86,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,2.4224,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
B,A,42,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,right,0,3.5069,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,
A,B,86,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,3.4468,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,42,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,2.9487,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,82,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,2.2392,Congruent,0,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,58,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.8808,Congruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,
A,B,58,B,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,Yes,,,,,,,right,0,3.5672,Congruent,1,nonsocial,0,0,0,0,1,,,,,,,,,,
A,B,86,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,4.4494,Congruent,1,nonsocial,1,0,1,0,1,,,,,,,,,,
A,B,42,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,A,Yes,,,,,,,left,0,1.5763,Congruent,1,nonsocial,2,0,2,0,1,,,,,,,,,,
A,B,82,A,,,,,,,,,,,,,,niuz81,001,2022-04-12_08h33.18.060,RALT_PLD,2020.2.10,Win32,60,,,,,,B,No,,,,,,,left,0,3.8191,Incongruent,1,nonsocial,3,0,3,0,1,,,,,,,,,,
