left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_social.ran,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,participant,session,date,expName,psychopyVersion,OS,frameRate,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,training_nonsocial.ran,CorrCat,CorrectAns,prob_fb.thisRepN,prob_fb.thisTrialN,prob_fb.thisN,prob_fb.thisIndex,prob_fb.ran,CorrCatProb,response_training_2.keys,response_training_2.corr,response_training_2.rt,Congr/Incongr,Reward,BlockType,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,cycles.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran
A,B,38,A,left,0,1.784,0,0,0,1,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,A,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,B,right,0,2.8021,0,1,1,3,1,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,B,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,91,A,left,0,1.2185,0,2,2,2,1,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,B,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,99,A,left,0,1.603,0,3,3,0,1,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,A,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,98,A,left,0,1.1927,,,,,,98,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,53,A,left,0,1.0624,,,,,,53,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,43,A,left,0,1.9244,,,,,,43,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,A,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,39,A,left,0,1.7588,,,,,,39,Stimuli/neutral/Still.jpg,Stimuli/nonsocial/Right Tick.mp4,Stimuli/nonsocial/Wrong Tick.mp4,B,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,B,38,A,left,0,1.413,,,,,,38,Stimuli/neutral/Still.jpg,Stimuli/social/happy/M02-Happy Man.mp4,Stimuli/social/angry/M06-Angry Man.mp4,,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""A"",""A"",""B"",""B""]]",Yes,0,0,0,1,1,A,,,,,,,,,,,,,,,,,,,,,
A,B,91,B,right,0,0.7973,,,,,,91,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""A"",""A"",""B"",""B""]]",Yes,0,1,1,2,1,B,,,,,,,,,,,,,,,,,,,,,
A,B,99,B,right,0,0.9505,,,,,,99,Stimuli/neutral/Still.jpg,Stimuli/social/happy/F01-Happy Women.mp4,Stimuli/social/angry/F04-Angry Women.mp4,,anpe97,001,2022-04-22_13h30.26.258,RALT_PLD,2020.2.10,Win32,60,,,,,,"[[""A"",""B"",""A"",""B""],[""A"",""A"",""B"",""B""]]",No,0,2,2,0,1,A,,,,,,,,,,,,,,,,,,,,,
