Participant_ID,BlockType,Alpha_Win,Theta_Win,Rho_Win,Alpha_Loss,Theta_Loss,Rho_Loss,Neg_LL,BIC
pada94,nonsocial,0.5000004821109219,1.0,0.8007935586229136,0.3456021432648971,1.1715605094206676,0.4999999999733422,33.20685463209468,89.64091532963671
pada94,social,0.49710267340084713,2.240731939388912,0.7153068777751942,0.5957587080792233,1.0,0.5000000055930247,31.74941066537501,86.72602739619737
lira02,nonsocial,0.7615805115811579,2.8234381841522747,0.8258797040555919,0.2127201954953148,1.0,0.5000000128958682,29.98080890704374,83.18882387953482
lira02,social,0.500236551451748,1.0,0.905831833519538,0.11493935384892352,2.9829040107773666,0.49909994240257,33.196686323472015,89.62057871239138
beka93,social,0.3342590148971564,1.4079646528408443,0.759999263050847,0.42179116075517437,1.0,0.5000022083302642,33.1446738387061,89.51655374285954
beka93,nonsocial,0.3518268649854313,2.5347403497749044,0.681501319903363,0.8254770399693406,1.0,0.49999999921689775,32.09541891288643,87.41804389122021
mada01,social,0.5424229178463255,4.156354002165156,0.911023537594856,0.5970522843431573,1.0,0.49999999964480035,23.278408258330252,69.78402258210785
mada01,nonsocial,0.4295819477668898,1.0,0.7393706429783776,0.07888741231612681,1.0,0.5068097616745032,34.89625440382246,93.01971487309227
flsc98,nonsocial,0.5484530095903157,1.0,0.8361666984856448,0.5015035181551545,1.867096246409399,0.49999790173168834,22.161300023319015,67.54980611208538
flsc98,social,0.7532870136512723,2.8604243346854727,0.8774769395583922,0.5741018608629832,1.0,0.5004445476712466,28.0971626142313,79.42153129390995
flcs96,social,0.5302474690478574,1.0,0.6896259572442792,0.4972341405963674,1.0,0.5020924619818719,17.216407428452648,57.66002092235264
flcs96,nonsocial,0.5158946420664101,1.0,0.6275218314952129,0.366749185196642,1.0,0.4999999989619166,16.660155185507683,56.547516436462715
mike91,nonsocial,0.6201416234245999,2.7878807207964775,0.8951187569044337,0.3684218415026055,1.0,0.5000045506179974,29.5438229872255,82.31485203989834
mike91,social,0.6157534630777606,3.2952013516509258,0.837409513606941,0.8472217481191301,1.0,0.4999977554197986,26.8841790890246,76.99556424349655
nona99,nonsocial,0.5966139759672899,1.0,0.500000007005999,0.09932305178446035,1.0,0.49945471052589396,35.15489224005868,93.5369905455647
nona99,social,0.7772390609541379,2.3922840958880083,0.8541009174061222,0.5359136778594498,1.8799566480556347,0.49999999834691133,29.01163504539933,81.25047615624601
ango96,social,0.5709855186198921,2.8176320553001286,0.8839609182912066,0.5250217456827483,1.2725864789272636,0.49999995041066264,30.3780645110427,83.98333508753275
ango96,nonsocial,0.47342452872384816,3.31690105842319,0.7392659627253209,0.5315701671986195,1.0,0.499999938802627,30.299382931698002,83.82597192884336
elgr00,social,0.2997582543184426,1.7870927341692808,0.7030325392281461,0.625481608917459,1.0,0.5000047702827289,21.535175716387542,66.29755749822243
elgr00,nonsocial,0.4021749248466534,2.988481042558694,0.9108837121950709,0.14751421677349202,1.5689126610434792,0.49999999929436834,28.22766869045527,79.6825434463579
supu93,nonsocial,0.20906028919194436,3.0005258744018932,0.662166966488676,0.616619307599434,1.0,0.5000668745252601,30.098394791680867,83.42399564880908
supu93,social,0.5000218116223554,2.0287829703742126,0.7270586739640361,0.7623890579792434,1.0,0.4936270509732332,31.59834237955613,86.4238908245596
papa97,nonsocial,0.501339439328451,1.5862066409098576,0.5484660151028786,0.5010919428643813,1.0,0.49978497178373094,33.49528853380098,90.21778313304931
papa97,social,0.2738997231823271,1.6944264876614104,0.46977605614744805,0.6290423946436484,1.0,0.49990093040623884,32.99984904973782,89.22690416492298
kaho97,social,0.44582463396083727,2.7365047240943783,0.889390432859671,0.05009955637432069,1.0,0.5005510937968325,33.55264101167807,90.33248808880349
kaho97,nonsocial,0.7693145292009217,2.205668265470292,0.8694186600970721,0.6913283654476023,1.9048168228543285,0.5000002779542275,29.99677536455933,83.220756794566
hese83,nonsocial,0.6411494296883209,1.0,0.7515770058680306,0.4952747337513036,1.0,0.4996820684974947,33.95886446569653,91.1449349968404
hese83,social,0.7633485891690512,1.9643953989418315,0.8674049114019722,0.13609131244508055,1.0,0.4999981020409699,33.16471322386341,89.55663251317416
tost94,social,0.5000293953025476,3.9238840258995884,0.9182076196233395,0.14312837918334523,1.0,0.5000000076305842,29.418566895081604,82.06433985561056
tost94,nonsocial,0.5541754346825342,2.9484206084309346,0.9139160711758925,0.06646174397889289,1.2890817250075013,0.4999989073755662,31.618995155861704,86.46519637717076
beka95,social,0.5001455401340513,1.0,0.4598643488248931,0.4941672020992139,1.0,0.498368937286401,34.13621602434194,91.49963811413123
beka95,nonsocial,0.4999999172517165,3.276947371405295,0.9080011290413352,0.25266411367659114,1.0,0.5000000631206867,30.013784583087162,83.25477523162166
piob00,nonsocial,0.6014904715538312,1.0,0.6056178508324991,0.6457227939099756,1.4653954641439606,0.5000034042356537,33.297424199429834,89.82205446430702
piob00,social,0.339681217229317,2.9974847292223608,0.9135570059947196,0.05812928510444762,1.0,0.5000002162029648,32.79744707702343,88.8221002194942
matr95,nonsocial,0.5007356971129725,1.0,0.5725581097570408,0.6299604516974041,1.0,0.501415586415546,33.149386906557766,89.52597987856288
matr95,social,0.4910670948259988,1.0,0.5342123448626872,0.5495585721699385,2.5265692930273964,0.4999925730688733,32.89888530855231,89.02497668255197
copr92,social,0.4991280669327181,1.0,0.49999998925248756,0.13720274651794181,1.0,0.5014579970892387,34.686775245192365,92.60075655583208
copr92,nonsocial,0.4994659420380344,1.0,0.3351341845630842,0.36360859116268257,1.0,0.49996197662321296,34.151751260597145,91.53070858664164
vima01,social,0.4224885910404654,3.0999389052744237,0.9219881872865903,0.0587476706873345,1.2267891873635968,0.49999999948998364,32.39316098278164,88.01352803101062
vima01,nonsocial,0.44501461612354964,2.6158757190220507,0.866391698162717,0.4382975370001537,1.0,0.499999870859642,31.15946314411359,85.54613235367452
anfi01,social,0.5503414112282974,4.662144385490256,0.9480869392800375,0.09999507969017501,1.91923904657765,0.49999999983799015,24.10389893759125,71.43500394062985
anfi01,nonsocial,0.5563809900578047,1.338990341364411,0.8683860209231214,0.0909200465037998,1.2950963869660619,0.4999616746201133,33.884342339130846,90.99589074370904
leas96,social,0.3470185658442815,1.0,0.5470352164704987,0.6934328180980333,2.3015178430619385,0.4988646593074283,32.788523069620055,88.80425220468746
leas96,nonsocial,0.7246684708722302,2.0626307126846593,0.503070637493712,0.5349117104052121,1.0,0.5009734812001392,32.67207908558408,88.57136423661551
alka88,social,0.44381879561210374,1.0,0.6926836724285749,0.1481126595515497,1.0,0.49999717977296304,34.49002624814887,92.20725856174509
alka88,nonsocial,0.2576972686759592,3.108964509430738,0.8567273496126726,0.7953955631104824,1.0,0.5000073248807535,29.380197518882902,81.98760110321315
elmi00,nonsocial,0.5049972086716673,1.0,0.42652340384456067,0.1519351932197201,1.0,0.5012944513069666,34.75164008732731,92.73048624010197
elmi00,social,0.49787570622038757,2.0090531807112013,0.6184800746903494,0.6514220417777178,2.1559304698771937,0.49999999841698506,31.15278924953596,85.53278456451926
maro96,nonsocial,0.37981114212101635,4.414446257476805,0.9350015632733902,0.1320347680559576,1.0,0.5002096621415976,28.25058150942657,79.72836908430048
maro96,social,0.5891062402979297,1.7174929634718903,0.8115759787386058,0.36448262959080896,1.0,0.5002989441042485,33.160748612174615,89.54870328979658
thha00,social,0.4984860572012169,1.6621087702627921,0.6954455259335939,0.678918997289025,1.3763977713652737,0.499491915818505,31.777616602613122,86.78243927067359
thha00,nonsocial,0.32131912697798165,3.229999590497943,0.9034186986942274,0.11918056682152144,1.0,0.49941158507178246,31.643445450727516,86.51409696690237
mida99,social,0.3879961596243995,1.0,0.4844000401489958,0.38499197249819356,1.0,0.5000606165333943,33.76847694509096,90.76415995562927
mida99,nonsocial,0.5314378999855213,2.9106583756461997,0.8388267512979894,0.2633383504091263,1.0,0.5003652999743309,32.455456490545494,88.13811904653834
sasu98,social,0.6133295182430978,1.0,0.625461880451273,0.8510257372982929,1.6044891787389024,0.5000000251431388,32.71879076506995,88.66478759558724
sasu98,nonsocial,0.44533503716498435,1.0,0.6481207870746004,0.40459381825573026,1.0,0.5000032895975437,33.849262421541006,90.92573090852936
joab01,nonsocial,0.5012153513425018,1.8405846790318217,0.7846751263042562,0.49938857958705285,1.0,0.5022244477746955,16.07794743846277,55.383100942372884
joab01,social,0.6462307919053106,1.0,0.805784731804754,0.3210129479190222,1.4289841012956332,0.49999980507840674,14.37496415944373,51.9771343843348
udsc88,social,0.5011799519290266,1.0,0.4706819152444777,0.3466131875158222,1.0,0.5000932902090022,17.528852976072496,58.28491201759234
