participant_x,AQ_score,Gender,participant_y,BlockType,Alpha_Win,Theta_Win,Rho_Win,Alpha_Loss,Theta_Loss,Rho_Loss,Neg_LL,BIC,MatchedID,Rho_Index,Ambi_Index_Alpha_Win,Ambi_Index_Alpha_Loss,Ambi_Index_Rho_Win,Ambi_Index_Rho_Loss
kasi98,8,female,kasi98,social,0.7920585398849949,4.637449779851226,0.9425046170664304,0.1266116751530368,1.50162366070202,0.4999999993636672,12.822802210045642,48.87281048553864,kasi98,0.4425046177027632,0.0278824631707294,-0.03238187084689571,0.0032074911313519916,3.2381103354239826e-10
kasi98,8,female,kasi98,nonsocial,0.8199410030557243,4.275503791848892,0.9457121081977824,0.0942298043061411,2.0355020900906378,0.4999999996874782,14.516362870629722,52.25993180670679,kasi98,0.4457121085103042,0.0278824631707294,-0.03238187084689571,0.0032074911313519916,3.2381103354239826e-10
leas96,4,female,leas96,social,0.3081282448813265,3.3785547887328646,0.807859760824832,0.2605570097771945,1.0,0.5000000898731618,31.40364909094525,86.03450424733785,leas96,0.3078596709516702,0.48652023711662007,-0.15636277089186898,0.09871360400140661,-0.0007632312065771751
leas96,4,female,leas96,nonsocial,0.7946484819979466,4.214989445797829,0.9065733648262386,0.1041942388853255,1.0,0.4992368586665846,28.476449524561396,80.18010511457014,leas96,0.407336506159654,0.48652023711662007,-0.15636277089186898,0.09871360400140661,-0.0007632312065771751
lira02,16,female,lira02,social,0.7586081022736214,3.4246411678248005,0.6300848054099671,0.8433807207439993,1.0,0.5000867977030337,27.6284280043099,78.48406207406714,lira02,0.12999800770693348,-0.4500357730850815,-0.343380728561414,0.17130815323205972,-0.009912841846690446
lira02,16,female,lira02,nonsocial,0.3085723291885399,3.824632734216387,0.8013929586420269,0.4999999921825853,1.0,0.4901739558563432,25.2323781478027,73.69196236105275,lira02,0.31121900278568365,-0.4500357730850815,-0.343380728561414,0.17130815323205972,-0.009912841846690446
maar97,13,female,maar97,social,0.7975996880624813,4.444846588039927,0.9430806782836252,0.1082677083989531,1.5640046979048503,0.4999966768293764,14.264177834728642,51.75556173490463,maar97,0.4430840014542488,-0.007871454671249056,0.025314081000166203,0.003382582081513985,0.0016112037526588296
maar97,13,female,maar97,nonsocial,0.7897282333912322,4.79828318361353,0.9464632603651392,0.1335817893991193,1.0427118550564711,0.5016078805820352,13.424498734917082,50.07620353528151,maar97,0.44485537978310397,-0.007871454671249056,0.025314081000166203,0.003382582081513985,0.0016112037526588296
mabe00,4,male,mabe00,nonsocial,0.7444022197755691,2.521590821124777,0.7756537281144009,0.4260072599957629,1.0,0.5000002192694848,30.886765874806297,85.00073781505994,mabe00,0.27565350884491613,0.04458888602805566,0.2855378875986025,-0.11336849673607063,0.003530226862927477
mabe00,4,male,mabe00,social,0.6998133337475134,3.4488268999064258,0.8890222248504716,0.1404693723971604,1.0,0.4964699924065573,29.826167230668144,82.87954052678364,mabe00,0.39255223244391424,0.04458888602805566,0.2855378875986025,-0.11336849673607063,0.003530226862927477
mada01,6,female,mada01,nonsocial,0.7827947086267443,5.128247135650699,0.946900155064733,0.1665818487081935,1.0,0.5001620003438405,21.377661160062967,65.98252838557329,mada01,0.4467381547208925,0.2597321558450223,0.014481234315098401,0.013596933318633764,0.00016206088917358752
mada01,6,female,mada01,social,0.523062552781722,4.798167181917615,0.9333032217460993,0.1521006143930951,1.0,0.4999999394546669,23.39299579712764,70.01319765970263,mada01,0.43330328229143233,0.2597321558450223,0.014481234315098401,0.013596933318633764,0.00016206088917358752
maro96,9,female,maro96,social,0.7115125465601776,3.5680214061348265,0.8911218152354178,0.4641424005758442,1.0,0.4999152710410395,27.242080423158782,77.71136691176491,maro96,0.3912065441943783,0.06754237384842543,0.20392181363326767,0.05378986541086361,0.0009775333234341987
