Participant_ID,BlockType,Alpha_Win,Theta_Win,Rho_Win,Alpha_Loss,Theta_Loss,Rho_Loss,Neg_LL,BIC
pada94,nonsocial,0.3576690727190257,7.034689208595847,0.8757915343639056,0.4124598472418691,1.0,0.4984233897279325,22.302247254949688,67.83170057534673
pada94,social,0.8578973970800379,9.651011772108154,0.9764431526819198,0.1826078027711492,1.198347548476995,0.5055840334588099,15.654515203250925,54.536236471949195
lira02,nonsocial,0.11307328799885571,9.288294854639034,0.9408703455046158,0.14764471277004343,1.0,0.499265549852215,21.642208867165298,66.51162379977794
lira02,social,0.9415167874803844,7.829301471176443,0.33458792035398605,0.9691318421122858,1.0,0.5134105744513559,23.87160348836493,70.9704130421772
beka93,social,0.3223867840273212,10.065922071326808,0.9797030832040585,0.1594655843608702,3.3715194720770305,0.5000000041879009,20.117692491860133,63.462591049167614
beka93,nonsocial,0.43017531041239376,8.738627033223073,0.9807908808768986,0.1070969557856359,1.2988669341055588,0.48054327765398447,18.667004444370686,60.56121495418872
mada01,social,0.42691287759152646,8.28618194883522,0.930011674483842,0.04679334159507035,1.0,0.5137401305234196,17.605564809422223,58.43833568429179
mada01,nonsocial,0.8613317350627288,8.920130222695153,0.9798954405935713,0.04610870096215362,1.0,0.4999999993456983,14.736756042429775,52.7007181503069
chga99,nonsocial,0.1166308161332325,7.929339084842416,0.8171223767073507,0.26852973470009106,1.0,0.4999947140897304,24.66514343561947,72.55749293668629
chga99,social,0.8742070419842547,9.619554310047414,0.9501438710398766,0.31141798701007695,1.0,0.5017572957835817,11.576597727654836,46.38040152075702
flsc98,nonsocial,0.9273486201379854,8.770835941449596,0.9819338235242918,0.06621084102132059,6.014777043400621,0.49999999985779575,5.138187779293141,33.50358162403363
flsc98,social,0.87538236643752,9.546947511689195,0.9835952421342574,0.05227884302552994,6.011935429901838,0.5000001090361755,5.312646991644108,33.852500048735564
flcs96,social,0.9467154532761514,7.46253437711509,0.9786094646178967,0.008491080933461716,5.709911897714798,0.499976049104958,7.881246996725892,38.98970005889913
flcs96,nonsocial,0.9242680066353873,7.949535732242265,0.9800611551168796,0.05859326680888677,6.007497937592339,0.49995134784997064,4.967834174641743,33.16287441473084
mike91,nonsocial,0.23517224501358353,7.569989053464215,0.9504338161645818,0.23872987487710567,1.0,0.11217640133628719,26.18497944252193,75.5971649504912
mike91,social,0.9171167911486795,9.557645951413742,0.8542648836408914,0.16545912678537952,1.0,0.5027123334423359,19.11444154745692,61.45608916036119
nona99,nonsocial,0.32448662166641856,9.900843158889435,0.934619552646117,0.06992455304354084,1.0,0.49992922617760915,24.134424665419672,71.49605539628669
nona99,social,0.24662757776402708,7.25093170390939,0.8247358374418843,0.5477831058696058,1.0,0.5000018278977915,20.242139818909273,63.71148570326589
ango96,social,0.4584182902675248,7.306082188623677,0.8625638244178611,0.2356658609206065,1.0,0.49929265627569097,19.772630294542576,62.7724666545325
ango96,nonsocial,0.9417641011766898,7.502595778914818,0.6383660729233155,0.10582122845064347,1.0,0.5551679533610356,29.338618860452144,81.90444378635164
elgr00,social,0.8839331973476465,8.764674672858233,0.9768559069882982,0.033391846237181194,1.0,0.5000001082238857,5.240167002886835,33.70754007122102
elgr00,nonsocial,0.8767018631129089,9.108635241195097,0.9832947918986266,0.02596987655604824,6.678565365841318,0.5027383594688797,6.126949797824421,35.481105661096194
supu93,nonsocial,0.6754981647459363,9.981824621555397,0.9743881682019464,0.38685574214378493,1.0,0.5000000003537143,11.467496044104601,46.16219815365655
supu93,social,0.7609926815896175,8.304156276054133,0.7389429545367018,0.12005973773934751,1.0,0.5086562486739185,23.05245377905731,69.33211362356197
sisp99,social,0.7401123548445041,9.448917258563851,0.3081407267575716,0.3141959253639933,1.0,0.5011626056431085,28.646121794236674,80.5194496539207
sisp99,nonsocial,0.11845634286158405,7.9842280551809495,0.9121647071027127,0.49049565884395324,1.0,0.49999992940895654,26.351527449279402,75.93026096400615
caka98,nonsocial,0.846990255060457,7.551931128656283,0.1807259283007802,0.8335588182280244,1.0,0.5000000022775285,28.232745439060004,79.69269694356736
caka98,social,0.8735665177316578,9.57034458364523,0.9741302134083595,0.24090255950318099,1.6876825689973918,0.5000008983771035,11.576177943064492,46.379561951576335
papa97,nonsocial,0.17602841389986895,10.663528385459106,0.6430197657800952,0.5375654099216015,1.0,0.4912682541548075,23.09985843554466,69.42692293653667
papa97,social,0.23824128654819351,8.095544421451192,0.8995224252709642,0.051288904224478425,1.0,0.4976406790712796,27.169253146345483,77.56571235813831
kaho97,social,0.49913906541225733,7.594775753287965,0.9056069077664185,0.09948820027851334,1.0,0.49098797125477606,21.533265694896013,66.29373745523938
kaho97,nonsocial,0.853128138508272,8.184492161459524,0.8954212816755972,0.2915480910839483,2.1860340201908435,0.468690996333127,16.19721418853064,55.62163444250863
hese83,nonsocial,0.23289468623943194,4.6556340463583785,0.6795642747629528,0.5254704690420003,1.0,0.5000110405663468,25.922393032556847,75.07199213056104
hese83,social,0.42884602370589553,11.080362045837013,0.6700278056040722,0.1671815470553362,1.0,0.5001808861029342,24.834943329583446,72.89709272461424
tost94,social,0.4679296767860106,7.723663023025398,0.963424360889284,0.282674161877025,1.0,0.49992659997095434,20.737319836347577,64.70184573814251
tost94,nonsocial,0.5557803589391279,9.482258947594698,0.9032039311460527,0.15299102095136294,1.0,0.49706774040596974,20.18401449477858,63.59523505500451
beka95,social,0.39459429608419044,1.0,0.07418940375884263,0.005222456390146823,12.212217179030446,0.39761428328344983,25.64919668693103,74.52559943930942
beka95,nonsocial,0.9232164512241893,5.7548346973702635,0.9622447947349431,0.014489096984271222,1.8425127235250645,0.5000095032106541,17.0682551499703,57.36371636538795
piob00,nonsocial,0.453587446150345,8.967422833550176,0.9806607205814055,0.12219293253040575,4.984423466988365,0.4996592366792215,14.90030784557572,53.02782175659878
piob00,social,0.3776342376032586,10.131883797810625,0.9851560003982769,0.061340747975127535,6.8030427122744435,0.4980437102452074,12.451649960325508,48.13050598609836
matr95,nonsocial,0.4763621721143967,6.67081126780997,0.739643551436413,0.09915575840537161,1.0,0.45682445355843926,28.234766083962686,79.69673823337271
matr95,social,0.2314076966700414,1.0,0.04389423537752669,0.07310731242439482,6.6413057535366775,0.49808051457503827,31.714414606776216,86.65603527899978
male99,nonsocial,0.2510902174152035,7.571805026885255,0.8261979249453995,0.07346450384998207,1.0,0.4854270139171192,29.54222835265574,82.31166277075883
male99,social,0.33426659173101714,1.0,0.03763420001021948,0.00833140555156217,10.431353428168162,0.5076115166807369,29.731499560494363,82.69020518643607
copr92,social,0.20478006502754742,1.0,0.04306458005676421,0.01926309577639198,6.565806772157711,0.44800552366939106,31.310180609504247,85.84756728445583
copr92,nonsocial,0.82158894886986,1.0,0.20382049358585003,0.041956775277687285,7.636868739396291,0.466178741887935,29.748799997174707,82.72480605979676
hezi87,social,0.09702265341452385,6.637773654498374,0.7082060201844652,0.41394431933495784,1.0,0.5000807078267281,29.920913285247877,83.0690326359431
hezi87,nonsocial,0.34320993091613244,9.10572166736291,0.02433931966442374,0.6164561358202931,1.0,0.4986482838346476,29.00507359149684,81.23735324844102
vima01,social,0.4958898121873312,9.011319669217496,0.9112956810916003,0.423999345562811,1.0,0.4999999908597616,14.192997771465045,51.61320160837744
vima01,nonsocial,0.3679435097829154,10.084170433797793,0.9817907490420317,0.23088190486839386,4.540953507266186,0.5000000001625651,11.76998423924272,46.76717454393279
anfi01,social,0.8785316375128502,10.198971629472465,0.9819098364763208,0.2788130127064262,5.32778953112816,0.49999999909649495,5.661211153180769,34.549628371808886
anfi01,nonsocial,0.2857524786365706,7.220526939043997,0.9369705203864775,0.07593215098913071,1.0,0.5000132512439067,23.62034512648849,70.46789631842432
leas96,social,0.1569990465835801,8.765420999005089,0.9232308921367409,0.0840592051965682,1.0,0.5125618728802871,27.543327701082433,78.31386146761221
leas96,nonsocial,0.9371105545184889,7.926469988975682,0.843381844025933,0.010314114256416264,1.0,0.5004095421527842,23.10527452318308,69.43775511181352
leal92,nonsocial,0.5233333797210818,6.849562007685144,0.9618994274871181,0.1511977437957847,1.0,0.49998320477469627,18.30421205521443,59.835630175876204
leal92,social,0.13132163480998427,6.295030058669802,0.7228846511017879,0.13920316441054384,1.0,0.2736647900190189,31.285627840710394,85.79846174686813
hamo95,nonsocial,0.27286326700046293,5.468686789787384,0.8908807743113114,0.14811628419688558,1.0,0.5014721176397793,27.841670196152233,78.91054645775182
hamo95,social,0.27057330766889676,7.713700854682268,0.7811830503439456,0.19481090091503273,1.0,0.6022762858512022,26.568949092707943,76.36510425086323
alka88,social,0.9457925137534227,6.231216518324586,0.8214218416491671,0.18981577316657194,1.0,0.4999893903173243,24.363437323723,71.95408071289336
alka88,nonsocial,0.7940500315831293,9.489951103678388,0.9704769003292192,0.410259497294689,1.0,0.49934530069026106,15.376861675057459,53.980929415562265
elmi00,nonsocial,0.9743216669571888,11.44511611981324,0.24866032897439458,0.41917302322510147,1.0,0.4995496230487592,26.037958468729975,75.3031230029073
elmi00,social,0.9180231647484446,8.446990838780307,0.7013821048977762,0.882340331872407,1.0,0.3541063490466089,25.527381892199354,74.28196984984606
maro96,nonsocial,0.8747587791973436,7.663401806144518,0.9777223159508232,0.6338483506337784,1.0,0.4999999984700153,12.768700095865647,48.76460625717864
