Participant_ID,BlockType,Alpha,Theta,Rho,neg_ll,BIC
hamo95,social,0.05285699627398197,12.838283155312155,0.5157037149664587,32.03288781068696,75.67937865409759
alka88,social,0.22565490217208098,3.8838931376354897,0.7293607753130718,29.551252553624412,70.7161081399725
alka88,nonsocial,0.22544723097926347,6.201086587969889,0.7948471424750828,23.621135016016726,58.85587306475713
elmi00,nonsocial,0.2642295066164025,1.6080147291224312,0.6648246271430363,32.62914372653088,76.87189048578543
elmi00,social,0.6236230421871631,35.41402014862546,0.013571029169078298,129.44213746462765,270.497877961979
maro96,nonsocial,0.4999075245997594,6.376371052001897,0.8984400463368136,18.300400024446724,48.21440308161712
maro96,social,0.829781381219794,46.66476678240191,0.41279688248131163,182.7995206372219,377.21264430716747
thha00,social,0.12638562251254198,5.126049081248314,0.776092200744659,29.15640089361927,69.92640481996222
thha00,nonsocial,0.20267583208868573,5.563525717984525,0.9595533699829448,28.035996894862965,67.68559682244961
mida99,social,0.4843766152552805,6.76461902879874,0.0661794489955755,32.93284344163274,77.47928991598916
mida99,nonsocial,0.08041315181420443,11.312574860549068,0.9266567625564671,25.462967376869393,62.53953778646246
sasu98,social,0.2545317646663966,1.0007136027806278,0.5000000000004319,33.21836717937801,78.0503373914797
sasu98,nonsocial,0.7651627370253569,3.9587524497123043,0.4916059708801281,25.781385284964415,63.176373602652504
TRED59,nonsocial,0.1475279352117883,15.642688798267935,0.9557507540957269,15.767511654949104,43.14862634262188
TRED59,social,0.6698497361444207,2.681601996534743,0.9027253219056596,27.032244647167115,65.6780923270579
juzi87,nonsocial,0.4999999989127242,1.841651578196457,0.5585554268637356,31.001661025565834,73.61692508385534
juzi87,social,0.49999999952637864,1.0,0.39414337143425776,33.52384416318636,78.6612913590964
mabe00,nonsocial,0.28944065926463663,3.197168771138428,0.5676357390995129,31.628081996410113,74.8697670255439
mabe00,social,0.6787365151357806,1.903458471597555,0.8173498484745284,30.37351232535796,72.36062768343959
anpe97,nonsocial,0.6229141972859998,1.0,0.8504341248416725,32.448455999857586,76.51051503243885
anpe97,social,0.24155311754571387,9.760527831511201,0.5308455368265492,23.950571393404317,59.51474581953231
yach03,nonsocial,0.02126794086873958,40.58794329888642,0.7714875574776897,30.217801246762292,72.04920552624826
yach03,social,0.714721100969117,7.364644304471532,0.024741716004376784,32.7495655318302,77.11273409638407
gefr88,nonsocial,0.24702714528561492,16.972337746433322,0.7849807537469654,9.940211968925475,31.494026970574623
gefr88,social,0.071920403184577,14.29599046323921,0.9003496039386337,23.8241222945261,59.26184762177587
node99,social,0.7084754046898503,4.553635173290294,0.5160886702053399,23.61196864018284,58.837540313089356
node99,nonsocial,0.5448254976767535,5.448677787355889,0.852721439507128,20.575840252875842,52.76528353847536
flre91,social,0.2321945745357537,13.842862219428879,0.8679664467377908,16.77068786433609,45.15497876139585
flre91,nonsocial,0.2093403804730595,16.639184744358168,0.8486491799516604,9.710412538389818,31.03442810950331
veri93,social,0.716185644642227,1.0,0.48656276332312526,32.65280805061953,76.91921913396273
veri93,nonsocial,0.7923744014590853,1.0,0.5622513716547589,33.686866778539695,78.98733658980306
alsp92,social,0.5335096884190055,1.0,0.5359224870643329,33.917834018398274,79.44927106952022
alsp92,nonsocial,0.8540623554811086,5.362011912801954,0.3645059805785553,24.58242133296156,60.77844569864679
dmal96,social,0.02661776867388772,29.486853929364578,0.8800071981712869,25.493852101616163,62.601307235956
dmal96,nonsocial,0.07671913463114602,31.355385954003303,0.8850829916531995,16.81485005409251,45.243303140908694
ivmi00,nonsocial,0.2891845310585799,1.0,0.7327938809012745,33.74973730446678,79.11307764165723
ivmi00,social,0.17068307355490162,1.0,0.43246670141101123,34.13150353493315,79.87661010258998
mira97,nonsocial,0.09353127518413926,20.26510605344854,0.8613899748893086,17.48187494692769,46.57735292657905
mira97,social,0.18224198028770142,16.64933155067365,0.7828078234491291,15.113976258743236,41.841555550210145
nito82,social,0.22560475636109073,1.0,0.49975213597691165,33.638168840353956,78.88994071343159
nito82,nonsocial,0.4649599448908027,1.0,0.12039379087980591,34.38422190102169,80.38204683476705
fake01,nonsocial,0.0208311378421211,21.739779208784757,0.7658875283328532,33.96383974487736,79.5412825224784
fake01,social,0.027476540273890165,45.3897278420773,0.9223256685819892,26.35844977010106,64.3305025729258
flto91 3,nonsocial,0.37716984947380217,40.81056527199282,0.2406365276448184,69.4760723332561,150.56574769923589
flto91 3,social,0.5711312045288359,2.0010003751462566,0.8990924813317235,29.840767506446234,71.29513804561614
pavi95,nonsocial,0.4999999996629403,1.7950406447834117,0.6819669901477841,32.179441853353644,75.97248673943096
pavi95,social,0.337879227731384,1.0,0.41364435230959806,33.55629382764706,78.7261906880178
clwe99,social,0.06500644295222217,16.763589855266773,0.9011771470354433,21.607037202815558,54.82767743835479
clwe99,nonsocial,0.8197927536866838,4.640565109635853,0.860542196798938,17.993974381282065,47.601551795287804
djlu96,social,0.579867704541337,1.630121152105327,0.7000013771233209,30.930082819830375,73.47376867238442
djlu96,nonsocial,0.4999999978015883,1.0,0.6507218417159355,33.63006855703168,78.87374014678703
chpo96,nonsocial,0.03275736893787155,29.211753846457356,0.4558971392077596,34.54134139548131,80.6962858236863
chpo96,social,0.5244823133108324,4.260847880688376,0.7675802990290104,22.88331382134919,57.380230675422055
brte95,social,0.5933972800997883,1.0,0.3957135510781131,33.401079517699124,78.41576206812192
brte95,nonsocial,0.4904961510172819,2.5927162490492184,0.13886860670784404,33.180267107200734,77.97413724712514
olka98,nonsocial,0.7355874423132508,33.05956694773744,0.16893414212485885,184.91231429822793,381.43823162917954
olka98,social,0.7001527614477787,1.4057146769198063,0.6489013061605782,30.98083485123607,73.57527273519582
mipe92,social,0.0006444460587322621,42.04055720159449,0.002749669815211791,43.43027388568835,98.47415080410038
mipe92,nonsocial,0.09063578033098892,31.524144912684783,0.5080015026092609,20.529454401743234,52.67251183621014
niuz81 3,nonsocial,0.607091746318289,1.0,0.5000000000001851,33.47351216869981,78.5606273701233
niuz81 3,social,0.021158977326347448,8.469766345811081,0.5000130747041875,35.85854834536171,83.3306997234471
guek86,nonsocial,0.7834599735008785,2.7364260703926364,0.48799207919514465,28.417982647651417,68.44956832802652
guek86,social,0.6471686783327093,1.3500348376052589,0.8518417112027772,31.715544587835097,75.04469220839387
jame99,social,0.39421408102743144,4.314444716658193,0.8828375453138813,23.866739310847585,59.347081654418844
jame99,nonsocial,0.500643566682198,1.2094031839572443,0.8710867181689494,32.04520787032664,75.70401877337696
gava97,social,0.13993672323293566,2.915083200858196,0.8767757191788893,31.497947075823497,74.60949718437067
gava97,nonsocial,0.3913498992151125,11.148917820975818,0.5815265001216898,18.738915709805575,49.09143445233482
nedo99,social,0.06013596761429395,36.301401596271866,0.9016445046814406,12.959084037688049,37.531771108099775
nedo99,nonsocial,0.22057838964882745,50.0,0.9089583780275589,4.319775294909528,20.25315362254273
niuz81,nonsocial,0.6002242243041249,1.0,0.5000002555465868,33.4732368625981,78.56007675791987
niuz81,social,0.11488710153300023,1.0,0.49999915518188864,34.205338146360525,80.02427932544472
flto91,nonsocial,0.16038235605932122,6.839302335653402,0.6420404100034718,27.7614885115867,67.13658005589707
flto91,social,0.43347558901197636,1.7463657543863895,0.909396075390644,30.120818645238458,71.85524032320059
hase90,nonsocial,0.3480686267385471,3.4369383235855135,0.4989754052729873,30.266202842077387,72.14600871687844
hase90,social,0.4109202052413973,1.0,0.2878047234913664,33.46697671692092,78.54755646656551
