stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
82,A,0,nonsocial,niuz81,0,0
42,B,0,nonsocial,niuz81,1,0
58,B,1,nonsocial,niuz81,2,0
86,B,0,nonsocial,niuz81,3,0
58,B,1,nonsocial,niuz81,0,1
86,A,1,nonsocial,niuz81,1,1
42,A,1,nonsocial,niuz81,2,1
82,A,0,nonsocial,niuz81,3,1
82,B,1,nonsocial,niuz81,0,2
58,A,0,nonsocial,niuz81,1,2
86,A,1,nonsocial,niuz81,2,2
42,A,1,nonsocial,niuz81,3,2
86,A,1,nonsocial,niuz81,0,3
42,A,1,nonsocial,niuz81,1,3
82,A,0,nonsocial,niuz81,2,3
58,B,1,nonsocial,niuz81,3,3
58,B,1,nonsocial,niuz81,0,4
86,A,1,nonsocial,niuz81,1,4
42,A,1,nonsocial,niuz81,2,4
82,A,1,nonsocial,niuz81,3,4
86,B,1,nonsocial,niuz81,0,5
58,B,1,nonsocial,niuz81,1,5
42,A,1,nonsocial,niuz81,2,5
82,A,0,nonsocial,niuz81,3,5
89,A,0,social,niuz81,0,0
83,A,0,social,niuz81,1,0
71,B,0,social,niuz81,2,0
13,A,0,social,niuz81,3,0
89,B,1,social,niuz81,0,1
71,B,0,social,niuz81,1,1
13,A,0,social,niuz81,2,1
83,A,1,social,niuz81,3,1
89,A,0,social,niuz81,0,2
13,B,1,social,niuz81,1,2
71,A,1,social,niuz81,2,2
83,A,1,social,niuz81,3,2
13,A,1,social,niuz81,0,3
83,A,0,social,niuz81,1,3
89,A,0,social,niuz81,2,3
71,A,0,social,niuz81,3,3
89,A,0,social,niuz81,0,4
71,A,1,social,niuz81,1,4
83,A,1,social,niuz81,2,4
13,B,0,social,niuz81,3,4
71,B,0,social,niuz81,0,5
83,B,0,social,niuz81,1,5
89,A,0,social,niuz81,2,5
13,A,0,social,niuz81,3,5
42,A,1,nonsocial,niuz81,0,0
82,A,0,nonsocial,niuz81,1,0
58,A,1,nonsocial,niuz81,2,0
86,A,1,nonsocial,niuz81,3,0
58,B,1,nonsocial,niuz81,0,1
86,B,0,nonsocial,niuz81,1,1
82,A,0,nonsocial,niuz81,2,1
42,A,1,nonsocial,niuz81,3,1
86,B,0,nonsocial,niuz81,0,2
42,A,1,nonsocial,niuz81,1,2
82,A,0,nonsocial,niuz81,2,2
58,B,1,nonsocial,niuz81,3,2
42,B,1,nonsocial,niuz81,0,3
82,B,1,nonsocial,niuz81,1,3
86,B,0,nonsocial,niuz81,2,3
58,A,0,nonsocial,niuz81,3,3
58,A,0,nonsocial,niuz81,0,4
42,A,0,nonsocial,niuz81,1,4
82,A,0,nonsocial,niuz81,2,4
86,A,0,nonsocial,niuz81,3,4
82,A,0,nonsocial,niuz81,0,5
42,A,1,nonsocial,niuz81,1,5
86,A,1,nonsocial,niuz81,2,5
58,B,0,nonsocial,niuz81,3,5
13,B,1,social,niuz81,0,0
71,A,0,social,niuz81,1,0
89,B,1,social,niuz81,2,0
83,B,0,social,niuz81,3,0
13,B,1,social,niuz81,0,1
83,A,0,social,niuz81,1,1
71,A,1,social,niuz81,2,1
89,A,0,social,niuz81,3,1
71,A,1,social,niuz81,0,2
83,B,1,social,niuz81,1,2
13,A,0,social,niuz81,2,2
89,B,0,social,niuz81,3,2
89,A,0,social,niuz81,0,3
83,A,1,social,niuz81,1,3
71,A,1,social,niuz81,2,3
13,A,0,social,niuz81,3,3
71,A,0,social,niuz81,0,4
13,A,0,social,niuz81,1,4
83,A,1,social,niuz81,2,4
89,A,0,social,niuz81,3,4
13,A,0,social,niuz81,0,5
89,B,0,social,niuz81,1,5
83,B,1,social,niuz81,2,5
71,B,0,social,niuz81,3,5
