stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
70,B,0,social,sasu98,0,0
50,A,1,social,sasu98,1,0
24,B,1,social,sasu98,2,0
98,B,1,social,sasu98,3,0
98,A,0,social,sasu98,0,1
70,A,0,social,sasu98,1,1
50,B,0,social,sasu98,2,1
24,B,1,social,sasu98,3,1
24,B,1,social,sasu98,0,2
70,A,1,social,sasu98,1,2
50,B,0,social,sasu98,2,2
98,A,0,social,sasu98,3,2
24,B,1,social,sasu98,0,3
70,A,1,social,sasu98,1,3
50,B,1,social,sasu98,2,3
98,A,0,social,sasu98,3,3
70,B,0,social,sasu98,0,4
98,A,0,social,sasu98,1,4
50,B,0,social,sasu98,2,4
24,,0,social,sasu98,3,4
98,A,0,social,sasu98,0,5
50,A,1,social,sasu98,1,5
24,B,1,social,sasu98,2,5
70,A,1,social,sasu98,3,5
61,B,1,nonsocial,sasu98,0,0
19,B,0,nonsocial,sasu98,1,0
51,A,0,nonsocial,sasu98,2,0
27,B,1,nonsocial,sasu98,3,0
27,B,1,nonsocial,sasu98,0,1
19,B,0,nonsocial,sasu98,1,1
61,A,0,nonsocial,sasu98,2,1
51,B,1,nonsocial,sasu98,3,1
19,A,1,nonsocial,sasu98,0,2
61,B,0,nonsocial,sasu98,1,2
27,A,0,nonsocial,sasu98,2,2
51,B,1,nonsocial,sasu98,3,2
51,A,0,nonsocial,sasu98,0,3
61,A,1,nonsocial,sasu98,1,3
27,B,1,nonsocial,sasu98,2,3
19,A,1,nonsocial,sasu98,3,3
19,A,1,nonsocial,sasu98,0,4
27,B,1,nonsocial,sasu98,1,4
51,B,1,nonsocial,sasu98,2,4
61,A,0,nonsocial,sasu98,3,4
61,B,0,nonsocial,sasu98,0,5
51,B,1,nonsocial,sasu98,1,5
19,A,1,nonsocial,sasu98,2,5
27,B,1,nonsocial,sasu98,3,5
24,B,1,social,sasu98,0,0
50,A,1,social,sasu98,1,0
98,B,1,social,sasu98,2,0
70,B,0,social,sasu98,3,0
24,A,0,social,sasu98,0,1
98,B,0,social,sasu98,1,1
50,A,1,social,sasu98,2,1
70,B,0,social,sasu98,3,1
70,A,1,social,sasu98,0,2
24,A,0,social,sasu98,1,2
98,B,1,social,sasu98,2,2
50,A,1,social,sasu98,3,2
98,A,0,social,sasu98,0,3
24,A,0,social,sasu98,1,3
70,B,0,social,sasu98,2,3
50,A,1,social,sasu98,3,3
98,B,1,social,sasu98,0,4
70,A,1,social,sasu98,1,4
24,B,1,social,sasu98,2,4
50,A,1,social,sasu98,3,4
50,A,1,social,sasu98,0,5
98,B,1,social,sasu98,1,5
24,A,0,social,sasu98,2,5
70,B,0,social,sasu98,3,5
61,A,1,nonsocial,sasu98,0,0
27,B,0,nonsocial,sasu98,1,0
19,A,1,nonsocial,sasu98,2,0
51,B,0,nonsocial,sasu98,3,0
61,A,1,nonsocial,sasu98,0,1
51,A,0,nonsocial,sasu98,1,1
27,B,1,nonsocial,sasu98,2,1
19,B,1,nonsocial,sasu98,3,1
61,A,1,nonsocial,sasu98,0,2
27,B,1,nonsocial,sasu98,1,2
51,A,0,nonsocial,sasu98,2,2
19,B,0,nonsocial,sasu98,3,2
51,B,1,nonsocial,sasu98,0,3
19,B,0,nonsocial,sasu98,1,3
61,A,1,nonsocial,sasu98,2,3
27,B,0,nonsocial,sasu98,3,3
51,B,0,nonsocial,sasu98,0,4
27,B,1,nonsocial,sasu98,1,4
19,A,1,nonsocial,sasu98,2,4
61,A,1,nonsocial,sasu98,3,4
27,A,0,nonsocial,sasu98,0,5
51,A,0,nonsocial,sasu98,1,5
19,A,1,nonsocial,sasu98,2,5
61,A,1,nonsocial,sasu98,3,5
