stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
82,B,0,social,nedo99,0,0
40,A,1,social,nedo99,1,0
60,B,1,social,nedo99,2,0
70,A,0,social,nedo99,3,0
82,A,1,social,nedo99,0,1
60,B,1,social,nedo99,1,1
40,A,1,social,nedo99,2,1
70,B,1,social,nedo99,3,1
60,B,1,social,nedo99,0,2
82,A,1,social,nedo99,1,2
70,B,1,social,nedo99,2,2
40,A,1,social,nedo99,3,2
70,B,1,social,nedo99,0,3
82,A,1,social,nedo99,1,3
40,A,1,social,nedo99,2,3
60,B,1,social,nedo99,3,3
40,A,0,social,nedo99,0,4
82,A,1,social,nedo99,1,4
60,B,1,social,nedo99,2,4
70,B,1,social,nedo99,3,4
40,A,1,social,nedo99,0,5
60,B,1,social,nedo99,1,5
82,A,1,social,nedo99,2,5
70,B,1,social,nedo99,3,5
81,A,0,nonsocial,nedo99,0,0
63,B,0,nonsocial,nedo99,1,0
99,A,1,nonsocial,nedo99,2,0
75,B,1,nonsocial,nedo99,3,0
81,B,1,nonsocial,nedo99,0,1
75,B,1,nonsocial,nedo99,1,1
99,A,1,nonsocial,nedo99,2,1
63,A,1,nonsocial,nedo99,3,1
63,A,1,nonsocial,nedo99,0,2
75,B,1,nonsocial,nedo99,1,2
81,B,0,nonsocial,nedo99,2,2
99,A,0,nonsocial,nedo99,3,2
99,A,1,nonsocial,nedo99,0,3
81,B,1,nonsocial,nedo99,1,3
63,A,1,nonsocial,nedo99,2,3
75,B,1,nonsocial,nedo99,3,3
63,A,1,nonsocial,nedo99,0,4
75,B,1,nonsocial,nedo99,1,4
81,B,1,nonsocial,nedo99,2,4
99,A,1,nonsocial,nedo99,3,4
63,A,1,nonsocial,nedo99,0,5
99,A,1,nonsocial,nedo99,1,5
81,B,1,nonsocial,nedo99,2,5
75,B,1,nonsocial,nedo99,3,5
70,A,0,social,nedo99,0,0
60,B,1,social,nedo99,1,0
40,A,1,social,nedo99,2,0
82,A,1,social,nedo99,3,0
40,A,1,social,nedo99,0,1
70,B,1,social,nedo99,1,1
60,B,1,social,nedo99,2,1
82,A,1,social,nedo99,3,1
60,B,1,social,nedo99,0,2
40,A,0,social,nedo99,1,2
82,A,1,social,nedo99,2,2
70,B,1,social,nedo99,3,2
70,B,1,social,nedo99,0,3
82,A,1,social,nedo99,1,3
40,A,0,social,nedo99,2,3
60,B,1,social,nedo99,3,3
82,A,1,social,nedo99,0,4
70,B,0,social,nedo99,1,4
60,B,1,social,nedo99,2,4
40,A,0,social,nedo99,3,4
70,B,1,social,nedo99,0,5
82,A,0,social,nedo99,1,5
60,B,1,social,nedo99,2,5
40,A,1,social,nedo99,3,5
75,B,1,nonsocial,nedo99,0,0
81,B,1,nonsocial,nedo99,1,0
99,A,0,nonsocial,nedo99,2,0
63,A,1,nonsocial,nedo99,3,0
99,A,1,nonsocial,nedo99,0,1
75,B,1,nonsocial,nedo99,1,1
81,B,1,nonsocial,nedo99,2,1
63,A,1,nonsocial,nedo99,3,1
81,B,1,nonsocial,nedo99,0,2
63,A,0,nonsocial,nedo99,1,2
99,A,1,nonsocial,nedo99,2,2
75,B,1,nonsocial,nedo99,3,2
99,A,1,nonsocial,nedo99,0,3
63,A,0,nonsocial,nedo99,1,3
75,B,0,nonsocial,nedo99,2,3
81,B,1,nonsocial,nedo99,3,3
75,B,1,nonsocial,nedo99,0,4
81,B,0,nonsocial,nedo99,1,4
63,A,1,nonsocial,nedo99,2,4
99,A,1,nonsocial,nedo99,3,4
75,B,1,nonsocial,nedo99,0,5
99,A,1,nonsocial,nedo99,1,5
63,A,1,nonsocial,nedo99,2,5
81,B,1,nonsocial,nedo99,3,5
