stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
38,B,0,nonsocial,hase90,0,0
92,A,0,nonsocial,hase90,1,0
62,A,0,nonsocial,hase90,2,0
98,B,0,nonsocial,hase90,3,0
98,A,1,nonsocial,hase90,0,1
92,B,1,nonsocial,hase90,1,1
38,A,1,nonsocial,hase90,2,1
62,A,0,nonsocial,hase90,3,1
98,A,0,nonsocial,hase90,0,2
38,A,1,nonsocial,hase90,1,2
62,A,0,nonsocial,hase90,2,2
92,A,0,nonsocial,hase90,3,2
92,B,1,nonsocial,hase90,0,3
98,B,0,nonsocial,hase90,1,3
38,B,0,nonsocial,hase90,2,3
62,B,1,nonsocial,hase90,3,3
62,A,0,nonsocial,hase90,0,4
38,A,1,nonsocial,hase90,1,4
92,A,1,nonsocial,hase90,2,4
98,A,0,nonsocial,hase90,3,4
62,B,0,nonsocial,hase90,0,5
38,A,1,nonsocial,hase90,1,5
98,A,1,nonsocial,hase90,2,5
92,B,1,nonsocial,hase90,3,5
59,A,1,social,hase90,0,0
29,A,1,social,hase90,1,0
15,A,0,social,hase90,2,0
99,A,0,social,hase90,3,0
29,A,0,social,hase90,0,1
15,B,1,social,hase90,1,1
99,A,0,social,hase90,2,1
59,A,1,social,hase90,3,1
29,B,1,social,hase90,0,2
59,B,0,social,hase90,1,2
15,A,1,social,hase90,2,2
99,B,1,social,hase90,3,2
99,A,0,social,hase90,0,3
29,B,0,social,hase90,1,3
15,B,1,social,hase90,2,3
59,A,1,social,hase90,3,3
29,B,1,social,hase90,0,4
59,B,0,social,hase90,1,4
15,B,1,social,hase90,2,4
99,A,0,social,hase90,3,4
15,B,1,social,hase90,0,5
59,A,1,social,hase90,1,5
29,B,1,social,hase90,2,5
99,A,1,social,hase90,3,5
62,B,0,nonsocial,hase90,0,0
92,B,1,nonsocial,hase90,1,0
98,A,0,nonsocial,hase90,2,0
38,A,1,nonsocial,hase90,3,0
62,B,1,nonsocial,hase90,0,1
38,A,1,nonsocial,hase90,1,1
98,B,1,nonsocial,hase90,2,1
92,A,0,nonsocial,hase90,3,1
92,B,1,nonsocial,hase90,0,2
38,A,0,nonsocial,hase90,1,2
62,A,0,nonsocial,hase90,2,2
98,A,1,nonsocial,hase90,3,2
92,B,1,nonsocial,hase90,0,3
98,A,1,nonsocial,hase90,1,3
62,B,1,nonsocial,hase90,2,3
38,B,0,nonsocial,hase90,3,3
92,B,1,nonsocial,hase90,0,4
62,B,1,nonsocial,hase90,1,4
98,A,1,nonsocial,hase90,2,4
38,B,0,nonsocial,hase90,3,4
92,A,1,nonsocial,hase90,0,5
62,B,1,nonsocial,hase90,1,5
38,A,1,nonsocial,hase90,2,5
98,B,0,nonsocial,hase90,3,5
99,B,1,social,hase90,0,0
59,A,1,social,hase90,1,0
15,B,1,social,hase90,2,0
29,A,1,social,hase90,3,0
59,B,0,social,hase90,0,1
29,A,1,social,hase90,1,1
99,B,0,social,hase90,2,1
15,A,1,social,hase90,3,1
59,A,1,social,hase90,0,2
29,B,0,social,hase90,1,2
15,A,0,social,hase90,2,2
99,A,0,social,hase90,3,2
59,A,1,social,hase90,0,3
29,B,0,social,hase90,1,3
15,B,1,social,hase90,2,3
99,B,0,social,hase90,3,3
99,A,1,social,hase90,0,4
15,A,0,social,hase90,1,4
59,B,0,social,hase90,2,4
29,A,0,social,hase90,3,4
59,B,0,social,hase90,0,5
29,B,0,social,hase90,1,5
15,A,0,social,hase90,2,5
99,B,1,social,hase90,3,5
