stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
58,B,1,social,tost94,0,0
94,B,0,social,tost94,1,0
30,A,1,social,tost94,2,0
14,A,0,social,tost94,3,0
58,B,1,social,tost94,0,1
14,A,0,social,tost94,1,1
94,B,1,social,tost94,2,1
30,B,0,social,tost94,3,1
94,B,0,social,tost94,0,2
14,A,0,social,tost94,1,2
58,B,1,social,tost94,2,2
30,A,1,social,tost94,3,2
14,,0,social,tost94,0,3
94,A,1,social,tost94,1,3
58,B,1,social,tost94,2,3
30,A,1,social,tost94,3,3
30,A,1,social,tost94,0,4
94,A,1,social,tost94,1,4
14,A,1,social,tost94,2,4
58,B,1,social,tost94,3,4
94,A,1,social,tost94,0,5
14,A,0,social,tost94,1,5
58,A,0,social,tost94,2,5
30,A,1,social,tost94,3,5
95,A,1,nonsocial,tost94,0,0
51,A,1,nonsocial,tost94,1,0
45,,0,nonsocial,tost94,2,0
19,A,0,nonsocial,tost94,3,0
45,B,1,nonsocial,tost94,0,1
19,B,1,nonsocial,tost94,1,1
51,A,0,nonsocial,tost94,2,1
95,A,1,nonsocial,tost94,3,1
95,A,1,nonsocial,tost94,0,2
19,B,1,nonsocial,tost94,1,2
51,B,1,nonsocial,tost94,2,2
45,B,1,nonsocial,tost94,3,2
95,A,1,nonsocial,tost94,0,3
45,B,1,nonsocial,tost94,1,3
51,B,0,nonsocial,tost94,2,3
19,B,1,nonsocial,tost94,3,3
95,A,1,nonsocial,tost94,0,4
19,B,1,nonsocial,tost94,1,4
51,B,0,nonsocial,tost94,2,4
45,B,1,nonsocial,tost94,3,4
95,A,1,nonsocial,tost94,0,5
51,A,1,nonsocial,tost94,1,5
19,B,1,nonsocial,tost94,2,5
45,B,0,nonsocial,tost94,3,5
30,B,0,social,tost94,0,0
14,A,0,social,tost94,1,0
94,A,1,social,tost94,2,0
58,B,1,social,tost94,3,0
30,A,1,social,tost94,0,1
58,B,1,social,tost94,1,1
14,A,0,social,tost94,2,1
94,A,0,social,tost94,3,1
30,A,1,social,tost94,0,2
58,B,1,social,tost94,1,2
94,A,1,social,tost94,2,2
14,B,0,social,tost94,3,2
94,A,1,social,tost94,0,3
58,B,0,social,tost94,1,3
14,A,0,social,tost94,2,3
30,A,1,social,tost94,3,3
58,B,1,social,tost94,0,4
30,A,0,social,tost94,1,4
94,A,1,social,tost94,2,4
14,B,1,social,tost94,3,4
14,B,1,social,tost94,0,5
58,A,0,social,tost94,1,5
30,A,1,social,tost94,2,5
94,B,0,social,tost94,3,5
45,A,0,nonsocial,tost94,0,0
51,B,0,nonsocial,tost94,1,0
95,A,1,nonsocial,tost94,2,0
19,A,0,nonsocial,tost94,3,0
51,A,1,nonsocial,tost94,0,1
45,B,1,nonsocial,tost94,1,1
19,A,0,nonsocial,tost94,2,1
95,A,1,nonsocial,tost94,3,1
95,A,0,nonsocial,tost94,0,2
19,B,1,nonsocial,tost94,1,2
51,A,1,nonsocial,tost94,2,2
45,B,1,nonsocial,tost94,3,2
19,A,0,nonsocial,tost94,0,3
45,B,1,nonsocial,tost94,1,3
51,B,0,nonsocial,tost94,2,3
95,A,1,nonsocial,tost94,3,3
45,A,0,nonsocial,tost94,0,4
19,B,1,nonsocial,tost94,1,4
95,A,0,nonsocial,tost94,2,4
51,B,0,nonsocial,tost94,3,4
51,A,1,nonsocial,tost94,0,5
95,A,1,nonsocial,tost94,1,5
45,B,1,nonsocial,tost94,2,5
19,A,0,nonsocial,tost94,3,5
