stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
12,B,,social,udsc88,0,0
60,B,,social,udsc88,1,0
10,A,,social,udsc88,2,0
30,B,1,social,udsc88,3,0
60,,,social,udsc88,0,1
10,A,,social,udsc88,1,1
12,A,1,social,udsc88,2,1
30,A,,social,udsc88,3,1
10,B,1,social,udsc88,0,2
12,A,1,social,udsc88,1,2
30,A,,social,udsc88,2,2
60,A,1,social,udsc88,3,2
12,A,1,social,udsc88,0,3
30,A,,social,udsc88,1,3
60,A,1,social,udsc88,2,3
10,B,1,social,udsc88,3,3
60,B,,social,udsc88,0,4
12,A,1,social,udsc88,1,4
30,A,,social,udsc88,2,4
10,B,0,social,udsc88,3,4
12,B,,social,udsc88,0,5
30,B,1,social,udsc88,1,5
60,B,,social,udsc88,2,5
10,A,,social,udsc88,3,5
63,A,1,nonsocial,udsc88,0,0
35,B,0,nonsocial,udsc88,1,0
19,B,,nonsocial,udsc88,2,0
65,B,1,nonsocial,udsc88,3,0
19,B,,nonsocial,udsc88,0,1
65,A,,nonsocial,udsc88,1,1
35,B,1,nonsocial,udsc88,2,1
63,A,0,nonsocial,udsc88,3,1
65,A,,nonsocial,udsc88,0,2
19,A,1,nonsocial,udsc88,1,2
35,B,1,nonsocial,udsc88,2,2
63,A,1,nonsocial,udsc88,3,2
63,B,,nonsocial,udsc88,0,3
35,B,1,nonsocial,udsc88,1,3
65,B,1,nonsocial,udsc88,2,3
19,A,1,nonsocial,udsc88,3,3
65,A,,nonsocial,udsc88,0,4
19,A,1,nonsocial,udsc88,1,4
35,B,1,nonsocial,udsc88,2,4
63,A,1,nonsocial,udsc88,3,4
19,A,0,nonsocial,udsc88,0,5
65,A,,nonsocial,udsc88,1,5
35,A,,nonsocial,udsc88,2,5
63,B,,nonsocial,udsc88,3,5
30,A,,social,udsc88,0,0
60,A,1,social,udsc88,1,0
10,A,,social,udsc88,2,0
12,B,,social,udsc88,3,0
12,B,,social,udsc88,0,1
30,B,0,social,udsc88,1,1
10,A,,social,udsc88,2,1
60,A,1,social,udsc88,3,1
30,B,1,social,udsc88,0,2
60,B,,social,udsc88,1,2
10,B,1,social,udsc88,2,2
12,A,1,social,udsc88,3,2
60,A,0,social,udsc88,0,3
30,B,0,social,udsc88,1,3
12,B,,social,udsc88,2,3
10,A,,social,udsc88,3,3
30,B,1,social,udsc88,0,4
12,B,,social,udsc88,1,4
60,B,,social,udsc88,2,4
10,B,1,social,udsc88,3,4
60,,,social,udsc88,0,5
10,B,1,social,udsc88,1,5
30,B,0,social,udsc88,2,5
12,A,0,social,udsc88,3,5
19,B,,nonsocial,udsc88,0,0
63,A,1,nonsocial,udsc88,1,0
35,B,1,nonsocial,udsc88,2,0
65,B,1,nonsocial,udsc88,3,0
19,A,0,nonsocial,udsc88,0,1
63,B,,nonsocial,udsc88,1,1
35,A,,nonsocial,udsc88,2,1
65,A,,nonsocial,udsc88,3,1
19,B,,nonsocial,udsc88,0,2
65,A,,nonsocial,udsc88,1,2
63,A,1,nonsocial,udsc88,2,2
35,B,1,nonsocial,udsc88,3,2
65,B,1,nonsocial,udsc88,0,3
19,A,1,nonsocial,udsc88,1,3
35,B,1,nonsocial,udsc88,2,3
63,A,1,nonsocial,udsc88,3,3
19,A,1,nonsocial,udsc88,0,4
35,B,1,nonsocial,udsc88,1,4
65,B,1,nonsocial,udsc88,2,4
63,A,1,nonsocial,udsc88,3,4
35,B,1,nonsocial,udsc88,0,5
63,A,1,nonsocial,udsc88,1,5
65,B,1,nonsocial,udsc88,2,5
19,A,1,nonsocial,udsc88,3,5
