stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
56,A,1,social,dmal96,0,0
40,B,1,social,dmal96,1,0
22,A,1,social,dmal96,2,0
62,B,1,social,dmal96,3,0
22,A,1,social,dmal96,0,1
62,B,1,social,dmal96,1,1
40,A,0,social,dmal96,2,1
56,B,0,social,dmal96,3,1
56,A,1,social,dmal96,0,2
62,B,1,social,dmal96,1,2
40,B,1,social,dmal96,2,2
22,A,1,social,dmal96,3,2
40,B,1,social,dmal96,0,3
22,A,1,social,dmal96,1,3
56,A,1,social,dmal96,2,3
62,B,1,social,dmal96,3,3
22,A,1,social,dmal96,0,4
40,B,1,social,dmal96,1,4
56,A,1,social,dmal96,2,4
62,B,1,social,dmal96,3,4
56,B,0,social,dmal96,0,5
22,A,1,social,dmal96,1,5
40,B,1,social,dmal96,2,5
62,B,1,social,dmal96,3,5
59,A,1,nonsocial,dmal96,0,0
23,B,1,nonsocial,dmal96,1,0
81,A,1,nonsocial,dmal96,2,0
31,B,1,nonsocial,dmal96,3,0
59,A,1,nonsocial,dmal96,0,1
23,B,1,nonsocial,dmal96,1,1
31,B,1,nonsocial,dmal96,2,1
81,A,0,nonsocial,dmal96,3,1
81,B,0,nonsocial,dmal96,0,2
31,B,0,nonsocial,dmal96,1,2
23,A,0,nonsocial,dmal96,2,2
59,A,1,nonsocial,dmal96,3,2
23,B,1,nonsocial,dmal96,0,3
59,A,1,nonsocial,dmal96,1,3
31,B,0,nonsocial,dmal96,2,3
81,B,0,nonsocial,dmal96,3,3
81,A,1,nonsocial,dmal96,0,4
59,A,0,nonsocial,dmal96,1,4
23,B,1,nonsocial,dmal96,2,4
31,B,0,nonsocial,dmal96,3,4
23,B,1,nonsocial,dmal96,0,5
81,A,1,nonsocial,dmal96,1,5
59,A,1,nonsocial,dmal96,2,5
31,A,0,nonsocial,dmal96,3,5
40,B,1,social,dmal96,0,0
22,A,1,social,dmal96,1,0
56,B,1,social,dmal96,2,0
62,B,1,social,dmal96,3,0
62,B,1,social,dmal96,0,1
40,B,1,social,dmal96,1,1
56,B,0,social,dmal96,2,1
22,A,1,social,dmal96,3,1
22,A,0,social,dmal96,0,2
56,A,1,social,dmal96,1,2
62,B,0,social,dmal96,2,2
40,A,0,social,dmal96,3,2
56,B,0,social,dmal96,0,3
22,A,1,social,dmal96,1,3
40,B,1,social,dmal96,2,3
62,B,0,social,dmal96,3,3
22,A,0,social,dmal96,0,4
40,B,1,social,dmal96,1,4
62,B,1,social,dmal96,2,4
56,A,1,social,dmal96,3,4
62,B,1,social,dmal96,0,5
56,A,1,social,dmal96,1,5
40,B,0,social,dmal96,2,5
22,A,1,social,dmal96,3,5
81,A,1,nonsocial,dmal96,0,0
59,B,0,nonsocial,dmal96,1,0
31,B,1,nonsocial,dmal96,2,0
23,B,1,nonsocial,dmal96,3,0
59,A,1,nonsocial,dmal96,0,1
31,B,1,nonsocial,dmal96,1,1
81,A,1,nonsocial,dmal96,2,1
23,B,1,nonsocial,dmal96,3,1
23,B,0,nonsocial,dmal96,0,2
81,A,1,nonsocial,dmal96,1,2
59,A,1,nonsocial,dmal96,2,2
31,B,1,nonsocial,dmal96,3,2
59,A,0,nonsocial,dmal96,0,3
81,A,1,nonsocial,dmal96,1,3
31,B,1,nonsocial,dmal96,2,3
23,B,1,nonsocial,dmal96,3,3
31,B,1,nonsocial,dmal96,0,4
59,A,1,nonsocial,dmal96,1,4
81,A,0,nonsocial,dmal96,2,4
23,B,1,nonsocial,dmal96,3,4
31,B,1,nonsocial,dmal96,0,5
23,B,1,nonsocial,dmal96,1,5
81,A,1,nonsocial,dmal96,2,5
59,A,1,nonsocial,dmal96,3,5
