stim,ParticipantAnswer,Reward,BlockType,ParticipantID,TrialNumber,RunNumber
88,B,1,social,sisp99,0,0
78,A,1,social,sisp99,1,0
16,B,1,social,sisp99,2,0
94,A,1,social,sisp99,3,0
94,,0,social,sisp99,0,1
78,A,0,social,sisp99,1,1
88,B,0,social,sisp99,2,1
16,A,0,social,sisp99,3,1
16,A,0,social,sisp99,0,2
94,B,0,social,sisp99,1,2
78,A,0,social,sisp99,2,2
88,B,0,social,sisp99,3,2
94,A,1,social,sisp99,0,3
78,B,1,social,sisp99,1,3
16,B,1,social,sisp99,2,3
88,A,1,social,sisp99,3,3
78,B,1,social,sisp99,0,4
16,A,0,social,sisp99,1,4
94,B,0,social,sisp99,2,4
88,A,1,social,sisp99,3,4
88,A,0,social,sisp99,0,5
16,B,1,social,sisp99,1,5
94,A,1,social,sisp99,2,5
78,B,0,social,sisp99,3,5
47,A,1,nonsocial,sisp99,0,0
71,B,0,nonsocial,sisp99,1,0
89,B,1,nonsocial,sisp99,2,0
63,A,1,nonsocial,sisp99,3,0
71,A,1,nonsocial,sisp99,0,1
89,B,1,nonsocial,sisp99,1,1
63,A,1,nonsocial,sisp99,2,1
47,A,1,nonsocial,sisp99,3,1
89,B,1,nonsocial,sisp99,0,2
71,A,1,nonsocial,sisp99,1,2
63,B,1,nonsocial,sisp99,2,2
47,B,1,nonsocial,sisp99,3,2
71,A,1,nonsocial,sisp99,0,3
47,B,0,nonsocial,sisp99,1,3
63,B,0,nonsocial,sisp99,2,3
89,B,1,nonsocial,sisp99,3,3
47,A,0,nonsocial,sisp99,0,4
63,B,0,nonsocial,sisp99,1,4
89,B,1,nonsocial,sisp99,2,4
71,A,1,nonsocial,sisp99,3,4
89,B,1,nonsocial,sisp99,0,5
71,A,0,nonsocial,sisp99,1,5
47,B,1,nonsocial,sisp99,2,5
63,A,1,nonsocial,sisp99,3,5
88,B,0,social,sisp99,0,0
94,B,1,social,sisp99,1,0
78,B,1,social,sisp99,2,0
16,A,1,social,sisp99,3,0
94,B,0,social,sisp99,0,1
16,A,0,social,sisp99,1,1
88,A,1,social,sisp99,2,1
78,B,1,social,sisp99,3,1
16,B,0,social,sisp99,0,2
94,A,1,social,sisp99,1,2
78,A,0,social,sisp99,2,2
88,A,1,social,sisp99,3,2
88,A,0,social,sisp99,0,3
94,B,0,social,sisp99,1,3
78,B,1,social,sisp99,2,3
16,A,0,social,sisp99,3,3
16,A,0,social,sisp99,0,4
94,B,0,social,sisp99,1,4
78,B,1,social,sisp99,2,4
88,B,0,social,sisp99,3,4
94,B,0,social,sisp99,0,5
16,B,1,social,sisp99,1,5
78,B,0,social,sisp99,2,5
88,A,1,social,sisp99,3,5
63,B,0,nonsocial,sisp99,0,0
47,A,1,nonsocial,sisp99,1,0
71,B,0,nonsocial,sisp99,2,0
89,A,0,nonsocial,sisp99,3,0
47,A,1,nonsocial,sisp99,0,1
71,A,1,nonsocial,sisp99,1,1
89,B,0,nonsocial,sisp99,2,1
63,A,1,nonsocial,sisp99,3,1
63,A,1,nonsocial,sisp99,0,2
71,A,1,nonsocial,sisp99,1,2
47,A,0,nonsocial,sisp99,2,2
89,A,0,nonsocial,sisp99,3,2
47,A,1,nonsocial,sisp99,0,3
63,A,1,nonsocial,sisp99,1,3
71,B,0,nonsocial,sisp99,2,3
89,B,1,nonsocial,sisp99,3,3
89,A,0,nonsocial,sisp99,0,4
71,B,0,nonsocial,sisp99,1,4
47,B,1,nonsocial,sisp99,2,4
63,B,0,nonsocial,sisp99,3,4
63,A,0,nonsocial,sisp99,0,5
89,B,0,nonsocial,sisp99,1,5
71,A,1,nonsocial,sisp99,2,5
47,B,1,nonsocial,sisp99,3,5
